Gene	ENSEMBL	median (tumor)	median (normal)	log2FC	adj.p.val	Rank
RP11-84C10.4	ENSG00000258471.1	0.05	0.505	-0.519	7.14E-65	-64.1463017882238
RP11-192H23.4	ENSG00000258472.8	0.76	2.915	-1.153	1.07E-55	-54.9706162223148
RP11-76E17.3	ENSG00000258476.5	0.09	0.27	-0.221	3.12E-27	-26.5058454059816
PPIAP6	ENSG00000258477.1	0.06	0	0.084	0.00124	2.90657831483776
LINC00640	ENSG00000258479.5	0.095	0.325	-0.275	2.5E-41	-40.602059991328
SPESP1	ENSG00000258484.3	1.26	2	-0.409	0.71	-0.148741651280925
RP11-862G15.2	ENSG00000258499.1	0	0.04	-0.057	2.94E-29	-28.5316526695878
RP11-638I2.6	ENSG00000258504.2	17.36	16.855	0.04	0.0244	1.61261017366127
LINC00239	ENSG00000258512.1	0.16	0.24	-0.096	0.000453	-3.34390179798717
RP11-203M5.7	ENSG00000258515.1	0.39	2.68	-1.405	7.75E-64	-63.1106982974937
RP11-638I2.9	ENSG00000258521.1	0	0.125	-0.17	5.86E-22	-21.2321023839819
NT5CP1	ENSG00000258524.1	0	0.16	-0.214	3.81E-30	-29.4190750243244
RP11-829H16.3	ENSG00000258525.1	0.14	0.565	-0.457	6.03E-45	-44.2196826878599
RP11-111A21.1	ENSG00000258526.5	0.03	0.04	-0.014	0.0548	-1.26121944151563
RP11-280K24.4	ENSG00000258535.1	0.04	0.035	0.007	0.376	0.424812155072339
FRMD6-AS2	ENSG00000258537.5	0.145	0.64	-0.518	1.69E-30	-29.7721132953863
RP11-12J10.3	ENSG00000258539.1	0.11	0.3	-0.228	1.05E-39	-38.9788107009301
RHOXF1-AS1	ENSG00000258545.5	0.06	0.205	-0.185	5.17E-27	-26.2865094569061
SPECC1L-ADORA2A	ENSG00000258555.4	0.02	0.03	-0.014	0.414	-0.382999658879101
RP11-72M17.1	ENSG00000258561.1	0.975	0.38	0.517	2.04E-24	23.6903698325741
RHOQP1	ENSG00000258568.1	0.84	0.705	0.11	0.0658	1.18177410638604
RP11-1070N10.3	ENSG00000258572.1	0.07	0.095	-0.033	0.000476	-3.32239304727951
RP5-1021I20.2	ENSG00000258586.1	0.02	0	0.029	0.14	0.853871964321762
NBEAP1	ENSG00000258590.5	1.44	0.34	0.865	2.21E-11	10.6556077263149
RP11-545M17.3	ENSG00000258591.2	0.45	0.59	-0.133	1.32E-05	-4.87942606879415
RP11-108M12.3	ENSG00000258592.1	0.05	0.06	-0.014	0.406	-0.391473966422806
RP11-84C10.1	ENSG00000258599.2	0.035	0.06	-0.034	9.02E-18	-17.0447934624581
RP11-7F17.7	ENSG00000258602.1	0	0.065	-0.091	3.13E-17	-16.5044556624536
RP3-414A15.10	ENSG00000258603.3	0.215	0.365	-0.168	1.91E-07	-6.71896663275227
RP11-488C13.7	ENSG00000258610.1	3.11	4.255	-0.355	2.1E-07	-6.67778070526608
RP11-492D6.3	ENSG00000258628.1	0.15	0.055	0.124	2.42E-08	7.61618463401957
RP11-725G5.2	ENSG00000258630.1	0.14	0.07	0.091	2.67E-06	5.57348873863543
RP11-857B24.1	ENSG00000258633.1	0	0.04	-0.057	0.23	-0.638272163982407
RP4-773N10.4	ENSG00000258634.3	2.775	4.06	-0.423	1.15E-14	-13.9393021596464
SYNJ2BP-COX16	ENSG00000258644.5	5.63	2.615	0.875	6.37E-23	22.1958605676646
HSPE1P2	ENSG00000258645.2	0.54	0.32	0.222	1.9E-07	6.72124639904717
RP11-950C14.3	ENSG00000258646.1	0.1	0.5	-0.447	4.52E-49	-48.3448615651886
LINC00930	ENSG00000258647.5	2.105	1.835	0.131	0.516	0.287350298372789
RP11-545M17.1	ENSG00000258651.1	0.21	0.09	0.151	3.88E-10	9.41116827440579
RP5-1021I20.4	ENSG00000258653.3	0.3	0.485	-0.192	6.2E-23	-22.2076083105017
RP11-193F5.4	ENSG00000258656.1	1.225	0.7	0.388	0.884	0.053547734986927
TRIM34	ENSG00000258659.6	2.595	4.645	-0.651	9.64E-28	-27.0159229660972
RP11-964E11.2	ENSG00000258661.1	0.03	0.04	-0.014	0.753	-0.123205023799299
RP11-1042B17.3	ENSG00000258670.1	0.21	0.15	0.073	0.00713	2.14691047014813
RP11-386M24.3	ENSG00000258676.4	0.2	0.28	-0.093	0.000302	-3.51999305704285
RP11-463D19.2	ENSG00000258677.2	0.39	0	0.475	1.81E-08	7.74232142513082
RP11-74M13.4	ENSG00000258679.1	0.03	0.08	-0.068	3.63E-13	-12.4400933749639
RP11-404P21.8	ENSG00000258691.1	0	0.105	-0.144	1.6E-22	-21.7958800173441
SALL4P7	ENSG00000258692.2	0.01	0.02	-0.014	2.07E-09	-8.68402965454308
RP3-414A15.2	ENSG00000258695.2	0.12	0.41	-0.332	3.17E-37	-36.4989407377822
LINC00638	ENSG00000258701.1	0.745	0.85	-0.084	0.262	-0.581698708680255
RP11-433J8.1	ENSG00000258702.1	0	0.02	-0.029	1.34E-20	-19.8728952016352
SRP54-AS1	ENSG00000258704.5	0.64	0.72	-0.069	3.94E-07	-6.40450377817443
RP11-467L19.11	ENSG00000258707.2	0.02	0	0.029	0.000304	3.51712641639125
SLC25A21-AS1	ENSG00000258708.1	4.275	3.715	0.162	0.000265	3.57675412606319
PRC1-AS1	ENSG00000258725.1	0.12	0.295	-0.209	1.63E-29	-28.787812395596
RP11-66N24.3	ENSG00000258727.1	4.795	18.339	-1.739	2.64E-21	-20.5783960731302
ITPK1-AS1	ENSG00000258730.1	0	0.01	-0.014	1.04E-18	-17.9829666607012
RP11-603B24.1	ENSG00000258732.1	0.12	0.11	0.013	0.109	0.962573502059376
RP11-112J1.3	ENSG00000258734.2	0.31	0.585	-0.275	4.92E-22	-21.3080348972326
LINC00637	ENSG00000258735.1	0.1	0.065	0.047	4.49E-06	5.34775365899668
RP11-73E17.2	ENSG00000258738.1	1.135	1.015	0.083	0.00672	2.17263072694617
RP11-386M24.4	ENSG00000258741.3	2.3	1.775	0.25	6.41E-05	4.19314197048118
RP11-80A15.1	ENSG00000258744.1	0.3	0.155	0.171	4.96E-17	16.3045183235098
RP11-218E20.5	ENSG00000258745.1	0	0.075	-0.104	7.43E-34	-33.1290111862394
RP11-688G15.3	ENSG00000258749.1	2.205	2.305	-0.044	0.492	-0.30803489723264
RP11-356K23.1	ENSG00000258752.1	0.06	0	0.084	5.93E-05	4.22694530663574
LINC01579	ENSG00000258754.7	0.05	0.13	-0.106	1.43E-09	-8.84466396253494
RP11-841O20.2	ENSG00000258757.1	0	0.545	-0.628	3.94E-13	-12.4045037781744
RP11-1012A1.7	ENSG00000258759.1	0.08	0.06	0.027	0.345	0.462180904926726
RAP1AP	ENSG00000258769.1	0	0.14	-0.189	6.98E-23	-22.1561445773768
NANOGP7	ENSG00000258774.1	0.02	0.035	-0.021	2.16E-15	-14.6655462488491
HIF1A-AS1	ENSG00000258777.1	0.04	0.065	-0.034	1.91E-09	-8.71896663275227
RP11-404P21.9	ENSG00000258788.3	0	0.445	-0.531	5.72E-24	-23.242603971207
RP11-507K2.3	ENSG00000258789.1	0.69	0.74	-0.042	0.421	-0.375717904164332
RP11-561B11.2	ENSG00000258790.1	0.265	0.835	-0.536	8.65E-47	-46.0629838925352
RP11-895M11.3	ENSG00000258798.1	0.21	0	0.275	6.13E-20	19.2125395254816
OR11H7	ENSG00000258806.1	0.04	0.15	-0.145	1.76E-23	-22.7544873321858
RP11-109N23.4	ENSG00000258813.2	0.38	0.43	-0.051	0.00953	-2.02090709936167
RNASE4	ENSG00000258818.3	44.735	65.903	-0.549	1.99E-14	-13.7011469235903
RP11-7F17.3	ENSG00000258819.1	0.25	0.42	-0.184	8.34E-09	-8.07883394936226
RP11-123K3.4	ENSG00000258830.1	0.3	0.22	0.092	8.31E-05	4.08039897621589
ERCC6-PGBD3	ENSG00000258838.5	1.11	0.83	0.205	0.00208	2.68193666503724
MC1R	ENSG00000258839.2	2.22	8.075	-1.495	4.42E-35	-34.3545777306509
RP11-894P9.2	ENSG00000258851.1	0	0.105	-0.144	2.03E-21	-20.6925039620868
RP11-247L20.3	ENSG00000258857.1	0.07	0.135	-0.085	8.93E-11	-10.0491485411115
LINC01146	ENSG00000258867.5	7.43	5.45	0.386	0.00204	2.6903698325741
RP11-270M14.5	ENSG00000258876.1	0.04	0.36	-0.387	1.61E-52	-51.7931741239681
RP5-1021I20.5	ENSG00000258891.1	0.02	0.13	-0.148	2.69E-28	-27.5702477199976
SETP2	ENSG00000258893.1	0	0.03	-0.043	6.78E-25	-24.1687703061329
HNRNPCP1	ENSG00000258900.1	0.58	1.035	-0.365	2E-29	-28.698970004336
RP11-638I2.2	ENSG00000258904.1	0.04	0.09	-0.068	6.84E-16	-15.1649438982799
RP11-260M19.2	ENSG00000258913.1	0.03	0.075	-0.062	3.35E-13	-12.4749551929632
ZMYND19P1	ENSG00000258917.1	0	0.05	-0.07	5.97E-18	-17.2240256688706
FOXN3-AS1	ENSG00000258920.1	4.53	2.67	0.591	4.45E-30	29.3516399890191
NPM1P5	ENSG00000258925.2	0.03	0	0.043	5.41E-05	4.26680273489343
RP11-47I22.1	ENSG00000258926.1	0.12	0.215	-0.117	0.0849	-1.07109230975605
RP11-58E21.3	ENSG00000258929.6	0.16	0.18	-0.025	0.000994	-3.00261361560269
RP11-317N8.5	ENSG00000258938.1	0.21	0.23	-0.024	0.977	-0.010105436281227
RP11-407N17.5	ENSG00000258940.2	1.7	1.085	0.373	2.45E-19	18.6108339156355
RP11-407N17.3	ENSG00000258941.3	0.05	0	0.07	0.0205	1.68824613894425
RP11-696D21.2	ENSG00000258943.1	0	0.08	-0.111	3.23E-42	-41.4907974776689
RP4-647C14.3	ENSG00000258944.1	0.17	0.93	-0.722	2.6E-72	-71.5850266520292
RP11-497E19.2	ENSG00000258945.1	0.015	0.05	-0.049	6.18E-06	-5.20901152491118
RP11-58E21.4	ENSG00000258946.5	0.31	0.18	0.151	3.11E-08	7.50723961097316
TUBB3	ENSG00000258947.6	4.805	1.955	0.974	1.16E-20	19.9355420107731
RP11-857B24.5	ENSG00000258949.1	0	0.195	-0.257	0.000265	-3.57675412606319
KRT18P7	ENSG00000258951.1	0.03	0.115	-0.114	1.58E-34	-33.8013429130456
SALRNA1	ENSG00000258952.2	0.1	0.21	-0.138	9.39E-28	-27.0273344077339
LINC00519	ENSG00000258955.1	0.09	0.23	-0.174	9.58E-26	-25.0186344909215
RP11-363J20.1	ENSG00000258957.1	0.28	0.195	0.099	2.69E-07	6.57024771999759
RP11-1017G21.4	ENSG00000258959.1	0.13	0.375	-0.283	4.24E-30	-29.3726341434073
HMGN1P3	ENSG00000258967.1	0.2	1.669	-1.153	3.88E-49	-48.4111682744058
RP11-934B9.3	ENSG00000258973.1	0	0.095	-0.131	1.11E-44	-43.9546770212133
RP11-638I2.4	ENSG00000258982.1	0.29	0.21	0.092	0.295	0.530177984021837
RP11-507K2.2	ENSG00000258983.2	0.03	0.08	-0.068	2.13E-33	-32.6716203965613
UBE2F-SCLY	ENSG00000258984.5	0.07	0.11	-0.053	5.77E-07	-6.23882418684427
RP11-368P15.3	ENSG00000258985.1	0.895	2.455	-0.866	1.09E-16	-15.9625735020594
TMEM179	ENSG00000258986.6	0.39	0.355	0.037	0.553	0.257274868695302
RP11-125H8.1	ENSG00000258988.1	0.01	0.02	-0.014	0.0514	-1.28903688100472
RP11-398E10.1	ENSG00000258998.1	0.02	0.08	-0.082	0.00146	-2.83564714421556
RP11-114N19.3	ENSG00000258999.1	0.34	0.27	0.077	0.00126	2.89962945488244
RPPH1	ENSG00000259001.3	0.05	0	0.07	0.154	0.812479279163537
RP11-8L8.2	ENSG00000259004.1	0.06	0.07	-0.014	0.0371	-1.43062609038495
RP3-449M8.6	ENSG00000259005.1	0.11	0.415	-0.35	1.81E-40	-39.7423214251308
RP11-566K11.4	ENSG00000259006.1	0.98	3.535	-1.196	3.81E-29	-28.4190750243244
RP11-561B11.6	ENSG00000259017.1	0.07	0	0.098	1.53E-08	7.8153085691824
LINC00524	ENSG00000259023.2	0	0.03	-0.042	4.26E-16	-15.3705904008973
TVP23C-CDRT4	ENSG00000259024.6	4.325	2.255	0.71	5.32E-05	4.27408836770495
FPGT-TNNI3K	ENSG00000259030.6	0.25	0.715	-0.456	1.52E-37	-36.8181564120552
RP11-409I10.2	ENSG00000259039.1	0.04	0.13	-0.12	8.37E-41	-40.0772745420067
RP11-589M4.1	ENSG00000259049.1	14.7	6.43	1.079	2.94E-18	17.5316526695878
HNRNPUP1	ENSG00000259051.1	0.16	0.27	-0.131	4.28E-09	-8.36855623098683
RP5-1021I20.1	ENSG00000259065.1	3.37	4.16	-0.24	0.00702	-2.15366288787019
RP11-371E8.4	ENSG00000259066.5	0.06	0	0.084	9.27E-05	4.0329202658555
RP11-597A11.6	ENSG00000259069.1	0.215	0.085	0.163	0.000466	3.33161408331
LINC00639	ENSG00000259070.5	0.14	0.205	-0.08	1.89E-06	-5.72353819582676
POC1B-GALNT4	ENSG00000259075.6	0.51	0.44	0.068	0.252	0.598599459218456
RP11-158I13.2	ENSG00000259080.1	0	0.11	-0.151	1.62E-37	-36.7904849854574
RP11-488C13.6	ENSG00000259081.1	0.19	0.61	-0.436	5.61E-41	-40.2510371387438
RP11-407N17.4	ENSG00000259083.1	0.18	0.1	0.101	2.1E-05	4.67778070526608
RP11-356O9.2	ENSG00000259087.5	2.925	2.005	0.385	6.33E-11	10.1985962899826
FAM35CP	ENSG00000259096.1	0	0.01	-0.014	0.053	-1.27572413039921
RP11-603B24.2	ENSG00000259098.1	0.07	0.06	0.014	0.0601	1.22112552799726
RP11-1074O12.1	ENSG00000259100.1	0.03	0.05	-0.028	7.25E-21	-20.139661993429
RP11-973N13.4	ENSG00000259116.1	0.04	0.07	-0.041	5.61E-13	-12.2510371387438
RP11-840I19.3	ENSG00000259118.5	0.07	0.21	-0.177	9.5E-31	-30.0222763947112
SMIM6	ENSG00000259120.2	0.185	0.32	-0.156	0.658	-0.181774106386044
RP11-187O7.3	ENSG00000259124.1	0.04	0	0.057	0.589	0.229884705212898
RP11-298I3.5	ENSG00000259132.1	5.985	7.435	-0.272	0.241	-0.617982957425132
LINC00924	ENSG00000259134.5	0.09	0.36	-0.319	3.47E-42	-41.4596705252091
RP11-671J11.4	ENSG00000259135.1	0.04	0.05	-0.014	0.000711	-3.14813039927023
RP11-950C14.7	ENSG00000259138.1	0.31	0.275	0.039	0.205	0.688246138944246
RP1-261D10.2	ENSG00000259146.3	0.96	0.715	0.193	1.19E-07	6.92445303860747
RP6-65G23.3	ENSG00000259153.1	1.25	1.035	0.145	8.15E-06	5.08884239126002
RP11-1078H9.5	ENSG00000259163.1	0.02	0.04	-0.028	6.05E-10	-9.21824462534753
RP11-903H12.5	ENSG00000259171.1	26.29	19.98	0.379	0.814	0.089375595110799
RP11-299G20.2	ENSG00000259172.1	0.63	0.56	0.063	0.362	0.441291429466834
RP11-424I19.2	ENSG00000259182.5	0.12	0.165	-0.057	0.00466	-2.33161408331
PRKXP1	ENSG00000259205.2	0.23	0.685	-0.454	1.52E-42	-41.8181564120552
ITGB3	ENSG00000259207.7	1.09	3.385	-1.069	7.15E-45	-44.1456939581989
RP5-991G20.2	ENSG00000259209.3	0.17	0.295	-0.146	2.15E-29	-28.6675615400844
RP11-64K12.8	ENSG00000259211.1	0.07	0.355	-0.341	1.02E-56	-55.9913998282381
SLC35G6	ENSG00000259224.2	0.01	0.03	-0.028	0.0257	-1.59006687666871
RP11-1008C21.1	ENSG00000259225.6	0.06	0.05	0.014	0.195	0.709965388637482
RP11-361D15.2	ENSG00000259238.1	0.09	0.12	-0.039	6.69E-10	-9.17457388223218
RP11-182J1.12	ENSG00000259244.1	0.87	5.915	-1.887	5.44E-70	-69.2644011003018
USP3-AS1	ENSG00000259248.5	3.92	2.855	0.352	1.73E-10	9.76195389687121
RP11-50C13.1	ENSG00000259250.1	2.08	2.13	-0.023	0.977	-0.010105436281227
NDUFA3P4	ENSG00000259262.1	0	0.285	-0.361	1.93E-09	-8.71444269099223
RP11-60L3.1	ENSG00000259264.5	0.15	0.2	-0.061	0.0269	-1.57024771999759
RP11-522B15.3	ENSG00000259275.2	0.28	0.845	-0.527	1.43E-66	-65.8446639625349
RP11-122D10.1	ENSG00000259280.1	0	0.07	-0.098	4.8E-18	-17.3187587626244
RP11-696L21.2	ENSG00000259286.3	0.03	0.1	-0.095	3.7E-30	-29.431798275933
RP11-3D4.2	ENSG00000259287.2	0.76	1.505	-0.509	9.8E-17	-16.0087739243075
PAK6	ENSG00000259288.5	2.555	2.025	0.233	0.000651	3.18641901143181
RP11-617F23.1	ENSG00000259291.2	10.695	15.63	-0.508	2.9E-21	-20.537602002101
RP11-562A8.4	ENSG00000259298.1	0.23	1.315	-0.912	4.66E-72	-71.33161408331
ZHX1-C8orf76	ENSG00000259305.5	1.19	1.975	-0.442	7.2E-14	-13.1426675035687
RP11-382A20.1	ENSG00000259308.3	0.07	0.235	-0.207	4.39E-28	-27.3575354797579
RP11-454L9.2	ENSG00000259318.1	0.19	0.43	-0.265	2.01E-08	-7.69680394257951
RP11-293M10.6	ENSG00000259319.1	0.25	0.405	-0.169	1.08E-13	-12.9665762445131
RP11-468E2.5	ENSG00000259321.1	0.72	2.255	-0.92	8.67E-41	-40.0619809025238
RP11-762H8.1	ENSG00000259322.1	0	0.18	-0.239	8.82E-39	-38.0545314148682
OR11K1P	ENSG00000259324.1	0.02	0	0.029	2.63E-07	6.58004425151024
RP11-102L12.2	ENSG00000259326.1	0.03	0.085	-0.075	1E-32	-32
INAFM2	ENSG00000259330.1	13.355	12.129	0.129	0.0523	1.28149831113273
ST20-MTHFS	ENSG00000259332.2	2.095	1.52	0.297	6.17E-05	4.20971483596676
HNRNPMP1	ENSG00000259335.1	0	0.03	-0.043	1.51E-35	-34.8210230527068
RP11-323I15.5	ENSG00000259336.1	0.02	0.11	-0.122	4.33E-46	-45.3635121036466
RP11-519G16.5	ENSG00000259342.1	0.22	0.075	0.183	8.68E-13	12.0614802748235
TMC3-AS1	ENSG00000259343.5	1.785	1.16	0.367	1.97E-17	16.7055337738384
RP11-624L4.1	ENSG00000259345.5	0.705	3.015	-1.236	4.48E-38	-37.3487219860019
RP11-15E18.1	ENSG00000259349.1	0.19	0.14	0.062	0.022	1.65757731917779
RP11-111E14.1	ENSG00000259351.1	0	0.03	-0.043	6.1E-16	-15.2146701649892
RP11-109D20.2	ENSG00000259352.1	7.95	1.505	1.837	4.38E-19	18.3585258894959
RP11-30K9.5	ENSG00000259353.1	0.145	0.48	-0.37	1.91E-42	-41.7189666327523
RP11-519G16.3	ENSG00000259354.5	0.53	0.245	0.297	4.23E-15	14.373659632625
RP11-316M1.12	ENSG00000259357.2	10.46	1.575	2.154	5.12E-25	24.2907300390242
RP11-327J17.2	ENSG00000259359.1	0	0.09	-0.124	3.78E-39	-38.4225082001628
RP11-307C19.1	ENSG00000259362.2	0.01	0.025	-0.021	6.77E-28	-27.1694113313149
RP11-815J21.4	ENSG00000259367.1	0.06	0.155	-0.124	4.33E-16	-15.3635121036466
RP11-64K12.4	ENSG00000259368.1	0.1	0.015	0.116	0.347	0.459670525209126
RP11-1069G10.1	ENSG00000259370.2	0.155	0.66	-0.523	1.08E-44	-43.9665762445131
RP11-468E2.6	ENSG00000259371.2	0.185	0.09	0.121	2.05E-09	8.68824613894425
RP11-736N17.4	ENSG00000259374.2	0.15	0.615	-0.49	6.68E-47	-46.1752235375245
RP11-505E24.3	ENSG00000259376.1	0.06	0.125	-0.086	1.13E-14	-13.9469215565166
RP11-346D14.1	ENSG00000259380.5	0.01	0	0.014	0.0789	1.10292299679058
RP11-192M23.1	ENSG00000259381.2	0.08	0.33	-0.3	1.11E-57	-56.9546770212133
GH1	ENSG00000259384.6	0	0.28	-0.356	7.66E-44	-43.1157712303674
RP11-605F22.1	ENSG00000259385.1	0.07	0	0.098	6.24E-07	6.20481541031758
RP11-27M9.1	ENSG00000259390.2	0.08	0	0.111	0.000393	3.40560744962457
RP11-758N13.3	ENSG00000259392.2	0	0.32	-0.401	4.12E-32	-31.3851027839669
RP11-323I15.2	ENSG00000259397.3	0.09	0.19	-0.127	0.0185	-1.73282827159699
TGIF2-C20orf24	ENSG00000259399.1	1.34	0.31	0.837	2.93E-18	17.5331323796459
RP11-158M2.3	ENSG00000259407.1	0.23	0.95	-0.665	1.44E-64	-63.8416375079048
RP11-3D4.3	ENSG00000259408.2	0.44	1.27	-0.657	4.03E-32	-31.3946949538589
HNRNPA1P45	ENSG00000259411.1	0	0.04	-0.057	9.89E-27	-26.0048037084028
HERC2P7	ENSG00000259414.1	0.34	0.23	0.124	0.197	0.705533773838407
RP11-158M2.5	ENSG00000259416.2	0.025	0.1	-0.102	1.45E-38	-37.838631997765
LINC01314	ENSG00000259417.2	0.08	0.275	-0.239	5.36E-29	-28.2708352103072
HNRNPCP3	ENSG00000259419.2	0.03	0	0.043	0.0153	1.8153085691824
RP11-307C19.2	ENSG00000259420.5	0.31	0.15	0.188	9.4E-09	8.0268721464003
RP11-593F23.1	ENSG00000259422.1	0.05	0.08	-0.041	1.41E-10	-9.85078088734462
RP11-35O15.1	ENSG00000259424.1	0.47	0.455	0.015	0.749	0.125518182300534
RP11-566K19.5	ENSG00000259425.5	0	0.275	-0.35	2.82E-44	-43.5497508916806
RP11-253M7.1	ENSG00000259426.5	0.44	0.615	-0.165	5.92E-10	-9.22767829327708
UBE2Q2P2	ENSG00000259429.5	2.03	2.995	-0.399	2.28E-12	-11.6420651529995
THTPA	ENSG00000259431.5	24.489	17.575	0.457	6.52E-14	13.1857524042681
MRPL15P1	ENSG00000259441.2	0.03	0	0.043	0.0191	1.71896663275227
RP11-752G15.8	ENSG00000259442.1	0.11	0.17	-0.076	2.29E-10	-9.64016451766011
RP11-403B2.5	ENSG00000259443.1	0.01	0	0.014	0.0129	1.88941028970075
RP11-736N17.8	ENSG00000259444.1	0	0.034	-0.049	4.38E-25	-24.3585258894959
RP11-276M12.1	ENSG00000259445.1	0.02	0	0.028	0.635	0.197226274708024
RP11-489D6.2	ENSG00000259446.5	0.08	0.16	-0.103	0.00671	-2.17327747983101
RP11-16E12.1	ENSG00000259448.2	0.41	0.625	-0.205	1.95E-08	-7.70996538863748
RP11-265N7.1	ENSG00000259450.1	0.155	0.22	-0.079	0.000771	-3.11294562194904
RP11-279F6.2	ENSG00000259457.1	3.64	0.66	1.483	1.78E-23	22.7495799976911
RP11-321G12.1	ENSG00000259459.5	0.05	0.1	-0.067	2.11E-13	-12.6757175447023
RP11-128A17.1	ENSG00000259460.1	1.3	2.91	-0.766	1.46E-24	-23.8356471442156
LINC01169	ENSG00000259471.1	0.05	0	0.07	8.36E-15	14.077793722561
RP11-753A21.1	ENSG00000259478.2	0	0.02	-0.029	1.59E-28	-27.7986028756795
SORD2P	ENSG00000259479.6	129.907	48.848	1.393	4.39E-34	33.3575354797579
RP11-154J22.1	ENSG00000259488.2	0.14	0.555	-0.448	1.34E-66	-65.8728952016352
MRPL46	ENSG00000259494.1	19.41	17.86	0.114	0.398	0.400116927926312
RP11-210M15.2	ENSG00000259495.2	0.965	0.95	0.011	0.135	0.869666231504994
RP11-19J5.1	ENSG00000259496.2	0.03	0	0.043	0.305	0.515700160653214
RP11-244F12.3	ENSG00000259498.1	1.545	3.629	-0.863	1.41E-12	-11.8507808873446
KRT8P24	ENSG00000259500.1	0.03	0	0.043	9.07E-12	11.0423927129399
RP11-643G16.3	ENSG00000259502.1	0.12	0.11	0.013	0.341	0.467245621007502
UBE2Q2L	ENSG00000259511.1	0.2	0.59	-0.406	1.32E-34	-33.8794260687942
RP11-685G9.2	ENSG00000259514.1	0	0.07	-0.098	1.57E-37	-36.8041003475908
RP11-365N19.2	ENSG00000259515.1	0.25	1.865	-1.197	3.59E-76	-75.4449055514217
RP11-468E2.2	ENSG00000259522.2	0.365	0.86	-0.446	2E-19	-18.698970004336
RP11-680F8.3	ENSG00000259523.1	0.63	0.425	0.194	2.8E-14	13.5528419686578
RP11-468E2.4	ENSG00000259529.1	0.33	0.775	-0.416	2.17E-35	-34.6635402661515
RP11-295H24.3	ENSG00000259531.2	0.04	0.085	-0.061	2.96E-22	-21.5287082889411
RP11-111A22.1	ENSG00000259536.5	0.32	0.425	-0.11	6.59E-08	-7.18111458540599
RP11-526I2.1	ENSG00000259540.1	0	0.1	-0.138	2.63E-22	-21.5800442515102
RP11-158M2.2	ENSG00000259544.1	0	0.085	-0.118	4.18E-43	-42.378823718225
RP11-351M8.2	ENSG00000259546.1	0.12	0.185	-0.081	7.65E-08	-7.11633856484638
RP11-38G5.2	ENSG00000259548.1	0	0.1	-0.138	1.02E-13	-12.9913998282381
RP11-182J1.10	ENSG00000259551.1	0	0.085	-0.118	1.16E-46	-45.9355420107731
RP11-56B16.2	ENSG00000259556.2	0.06	0.05	0.014	0.0783	1.10623823794206
RP11-300G22.2	ENSG00000259561.1	0.07	0	0.098	0.255	0.593459819566045
RP11-762H8.2	ENSG00000259562.2	0.345	1.66	-0.984	6.45E-60	-59.1904402853647
RP11-430B1.2	ENSG00000259577.1	0.41	0.835	-0.38	1.33E-42	-41.8761483590329
TYRO3P	ENSG00000259581.3	0.01	0.02	-0.014	3.28E-17	-16.4841261562883
RP11-461F11.3	ENSG00000259582.3	0	0.025	-0.036	1.41E-20	-19.8507808873446
RP11-66B24.4	ENSG00000259583.2	5.22	7.62	-0.471	2.59E-05	-4.58670023591875
RP11-521C20.2	ENSG00000259584.1	0.04	0.06	-0.027	8.91E-09	-8.05012229596313
PRELID1P4	ENSG00000259592.1	0.145	0.42	-0.311	2.72E-42	-41.5654310959658
RP11-66B24.1	ENSG00000259604.5	0.1	0.31	-0.252	3.21E-20	-19.4934949675951
RP11-522B15.6	ENSG00000259614.2	0	0.07	-0.098	6.25E-40	-39.2041199826559
RP11-156E6.1	ENSG00000259623.1	6.515	5.45	0.22	1.77E-10	9.75202673363819
RP11-244F12.2	ENSG00000259627.1	0	0.085	-0.118	2.23E-31	-30.6516951369518
RP11-467H10.2	ENSG00000259628.1	0.04	0.14	-0.132	4.58E-32	-31.3391345219961
PCAT29	ENSG00000259641.5	1.765	0.47	0.911	4.37E-41	40.3595185630296
ST20-AS1	ENSG00000259642.2	2.33	1.945	0.177	0.000492	3.30803489723264
RP11-680F8.4	ENSG00000259644.1	0.05	0.16	-0.144	2.25E-33	-32.6478174818886
RP11-253M7.6	ENSG00000259645.1	0	0.05	-0.07	1.81E-26	-25.7423214251308
RP11-351M8.1	ENSG00000259649.4	0.225	0.425	-0.218	6.57E-11	-10.1824346304402
RP11-325E5.1	ENSG00000259656.1	0.04	0.06	-0.027	0.367	-0.435333935747911
PIGHP1	ENSG00000259657.1	0.26	0.8	-0.515	2.45E-43	-42.6108339156355
RP11-89K11.1	ENSG00000259658.3	0.745	4.46	-1.646	4.86E-111	-110.313363730738
RP11-151N17.1	ENSG00000259659.1	0.07	0.21	-0.177	2.36E-32	-31.6270879970299
RP11-323I15.3	ENSG00000259665.1	0.09	0.295	-0.249	5.23E-26	-25.2814983111327
RP11-707P17.2	ENSG00000259668.5	0.17	0.45	-0.31	1.24E-31	-30.9065783148378
IQCH-AS1	ENSG00000259673.5	1.66	1.505	0.087	0.121	0.91721462968355
RP11-356M20.1	ENSG00000259674.1	0.08	0.07	0.013	0.737	0.132532512140949
RP11-493E3.1	ENSG00000259677.1	0.11	0.15	-0.051	1.02E-07	-6.99139982823808
RP11-96O20.2	ENSG00000259681.1	0.09	0	0.124	0.0451	1.34582345812204
RP11-182J1.14	ENSG00000259683.1	0.03	0.475	-0.518	7.24E-82	-81.1402614338028
LINC01220	ENSG00000259687.1	0.09	0.1	-0.013	0.358	-0.446116973356126
