Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq CNA	Is Cancer Gene CN(source: OncoKB)
TNFSF14		19p13.3	HOMDEL	1	0.2%	No
TNFSF10		3q26.31	HOMDEL	1	0.2%	No
TNFSF9		19p13.3	HOMDEL	1	0.2%	No
ADAM23		2q33.3	HOMDEL	1	0.2%	No
ADAM21		14q24.2	AMP	1	0.2%	No
ADAM20		14q24.2	AMP	1	0.2%	No
ADAM1A		12q24.12-q24.13	HOMDEL	1	0.2%	No
PABPC4		1p34.3	HOMDEL	1	0.2%	No
CD164		6q21	AMP	1	0.2%	No
TNFRSF14		1p36.32	HOMDEL	1	0.2%	Yes
RAB11A		15q22.31	HOMDEL	1	0.2%	No
RIPK2		8q21.3	HOMDEL	1	0.2%	No
FADD		11q13.3	HOMDEL	1	0.2%	No
SNAP23		15q15.1-q15.2	AMP	1	0.2%	No
NAPG		18p11.22	AMP	1	0.2%	No
RIOK3		18q11.2	AMP	1	0.2%	No
TNFRSF18		1p36.33	HOMDEL	1	0.2%	No
MATN4		20q13.12	HOMDEL	1	0.2%	No
FBP2		9q22.32	HOMDEL	1	0.2%	No
FPGT		1p31.1	AMP	1	0.2%	No
DYRK4		12p13.32	AMP	1	0.2%	No
SAP30		4q34.1	AMP	1	0.2%	No
HESX1		3p14.3	AMP	1	0.2%	No
INPP4B		4q31.21	HOMDEL	1	0.2%	Yes
INPP4B		4q31.21	AMP	1	0.2%	Yes
FGF16		Xq21.1	HOMDEL	1	0.2%	No
NRP1		10p11.22	AMP	1	0.2%	No
SYNGAP1		6p21.32	HOMDEL	1	0.2%	No
TMEM11		17p11.2	HOMDEL	1	0.2%	No
SOCS2		12q22	HOMDEL	1	0.2%	Yes
CFLAR		2q33.1	HOMDEL	1	0.2%	No
CFLAR		2q33.1	AMP	1	0.2%	No
CCN6		6q21	AMP	1	0.2%	Yes
CCN5		20q13.12	HOMDEL	1	0.2%	No
PROM1		4p15.32	AMP	1	0.2%	No
ALKBH1		14q24.3	AMP	1	0.2%	No
ALDH1A2		15q21.3	AMP	1	0.2%	No
FCGBP		19q13.2	AMP	1	0.2%	No
STK19		6p21.33	AMP	1	0.2%	Yes
LDB1		10q24.32	AMP	1	0.2%	No
SYNJ1		21q22.11	AMP	1	0.2%	No
IER3		6p21.33	HOMDEL	1	0.2%	No
IER3		6p21.33	AMP	1	0.2%	No
CDC123		10p14-p13	AMP	1	0.2%	No
VNN2		6q23.2	HOMDEL	1	0.2%	No
VNN2		6q23.2	AMP	1	0.2%	No
VNN1		6q23.2	HOMDEL	1	0.2%	No
VNN1		6q23.2	AMP	1	0.2%	No
SGPL1		10q22.1	AMP	1	0.2%	No
SLC5A6		2p23.3	HOMDEL	1	0.2%	No
DDX18		2q14.1	AMP	1	0.2%	No
EIF2B4		2p23.3	HOMDEL	1	0.2%	No
EIF2B3		1p34.1	HOMDEL	1	0.2%	No
EIF2B2		14q24.3	AMP	1	0.2%	No
CPNE3		8q21.3	HOMDEL	1	0.2%	No
MTMR3		22q12.2	AMP	1	0.2%	No
MTMR2		11q21	AMP	1	0.2%	No
CPNE1		20q11.22	AMP	1	0.2%	No
AP1S2		Xp22.2	HOMDEL	1	0.2%	No
AP1M1		19p13.11	HOMDEL	1	0.2%	No
ENDOU		12q13.11	HOMDEL	1	0.2%	No
SGCE		7q21.3	HOMDEL	1	0.2%	No
CACNA1I		22q13.1	HOMDEL	1	0.2%	No
HERC1		15q22.31	HOMDEL	1	0.2%	No
HERC1		15q22.31	AMP	1	0.2%	No
BSN		3p21.31	AMP	1	0.2%	No
MBD2		18q21.2	AMP	1	0.2%	No
RTL8C		Xq26.3	HOMDEL	1	0.2%	No
WASF1		6q21	AMP	1	0.2%	No
AP3D1		19p13.3	AMP	1	0.2%	No
BTRC		10q24.32	AMP	1	0.2%	No
RPS6KA4		11q13.1	AMP	1	0.2%	Yes
HSPB3		5q11.2	AMP	1	0.2%	No
ATP6V0E1		5q35.1	HOMDEL	1	0.2%	No
LIMD1		3p21.31	AMP	1	0.2%	No
CDKL2		4q21.1	HOMDEL	1	0.2%	No
CDKL2		4q21.1	AMP	1	0.2%	No
F2RL3		19p13.11	HOMDEL	1	0.2%	No
SLC25A14		Xq26.1	HOMDEL	1	0.2%	No
SOCS3		17q25.3	HOMDEL	1	0.2%	Yes
RNF8		6p21.2	HOMDEL	1	0.2%	No
RNF8		6p21.2	AMP	1	0.2%	No
NAT8		2p13.1	AMP	1	0.2%	No
CCRL2		3p21.31	AMP	1	0.2%	No
SEMA5A		5p15.31	HOMDEL	1	0.2%	No
TAAR5		6q23.2	AMP	1	0.2%	No
UBA3		3p14.1	AMP	1	0.2%	No
UBE2M		19q13.43	HOMDEL	1	0.2%	No
UBE2M		19q13.43	AMP	1	0.2%	No
RPL14		3p22.1	AMP	1	0.2%	No
ARTN		1p34.1	HOMDEL	1	0.2%	No
AIP		11q13.2	HOMDEL	1	0.2%	No
PSTPIP2		18q21.1|tdb7990	AMP	1	0.2%	No
NFS1		20q11.22	AMP	1	0.2%	No
SLC13A2		17q11.2	HOMDEL	1	0.2%	No
PAPSS1		4q25	HOMDEL	1	0.2%	No
PIAS2		18q21.1	AMP	1	0.2%	No
CLDN12		7q21.13	HOMDEL	1	0.2%	No
CLDN10		13q32.1	AMP	1	0.2%	No
CLDN8		21q22.11	HOMDEL	1	0.2%	No
CLDN8		21q22.11	AMP	1	0.2%	No
CLDN6		16p13.3	HOMDEL	1	0.2%	No
CLDN2		Xq22.3	AMP	1	0.2%	No
DIRAS3		1p31.3	AMP	1	0.2%	No
LDB2		4p15.32	AMP	1	0.2%	No
CLDN9		16p13.3	HOMDEL	1	0.2%	No
USP14		18p11.32	AMP	1	0.2%	No
USP8		15q21.2	AMP	1	0.2%	Yes
NMI		2q23.3	AMP	1	0.2%	No
SEC22C		3p22.1	AMP	1	0.2%	No
INA		10q24.33	AMP	1	0.2%	No
SLC16A6		17q24.2	HOMDEL	1	0.2%	No
SLC16A5		17q25.1	HOMDEL	1	0.2%	No
SLC16A3		17q25.3	HOMDEL	1	0.2%	No
PDLIM1		10q23.33	AMP	1	0.2%	No
SMC3		10q25.2	HOMDEL	1	0.2%	Yes
P2RX6		22q11.21	AMP	1	0.2%	No
AIFM1		Xq26.1	HOMDEL	1	0.2%	No
KCNQ4		1p34.2	HOMDEL	1	0.2%	No
CCNB2		15q22.2	AMP	1	0.2%	No
PDCD5		19q13.11	HOMDEL	1	0.2%	No
SYNGR2		17q25.3	HOMDEL	1	0.2%	No
HGS		17q25.3	HOMDEL	1	0.2%	No
NEURL1		10q24.33	AMP	1	0.2%	No
DYRK1B		19q13.2	AMP	1	0.2%	No
SLC28A1		15q25.3	AMP	1	0.2%	No
COX7A2L		2p21	AMP	1	0.2%	No
TMSB10		2p11.2	HOMDEL	1	0.2%	No
SCAF11		12q12	HOMDEL	1	0.2%	No
LPAR2		19p13.11	AMP	1	0.2%	No
MYOM2		8p23.3	AMP	1	0.2%	No
HTR3B		11q23.2	AMP	1	0.2%	No
AP4M1		7q22.1	HOMDEL	1	0.2%	No
OSMR		5p13.1	HOMDEL	1	0.2%	No
OSMR		5p13.1	AMP	1	0.2%	No
RASSF9		12q21.31	HOMDEL	1	0.2%	No
REPS2		Xp22.2	HOMDEL	1	0.2%	No
SLC24A1		15q22.31	HOMDEL	1	0.2%	No
ZMYM4		1p34.3	AMP	1	0.2%	No
ZMYM3		Xq13.1	AMP	1	0.2%	Yes
LRRFIP2		3p22.2	HOMDEL	1	0.2%	No
BMP15		Xp11.22	HOMDEL	1	0.2%	No
AURKB		17p13.1	AMP	1	0.2%	Yes
FCMR		1q32.1	HOMDEL	1	0.2%	No
LARGE1		22q12.3	AMP	1	0.2%	No
VAPB		20q13.32	HOMDEL	1	0.2%	No
VAPA		18p11.22	HOMDEL	1	0.2%	No
VAPA		18p11.22	AMP	1	0.2%	No
MTA2		11q12.3	AMP	1	0.2%	No
NOLC1		10q24.32	AMP	1	0.2%	No
LRAT		4q32.1	AMP	1	0.2%	No
DLGAP2		8p23.3	AMP	1	0.2%	No
DLG5		10q22.3	AMP	1	0.2%	No
PNMA1		14q24.3	AMP	1	0.2%	No
NOG		17q22	HOMDEL	1	0.2%	No
MSC		8q13.3	HOMDEL	1	0.2%	No
CRLF1		19p13.11	AMP	1	0.2%	No
GCNT3		15q22.2	AMP	1	0.2%	No
DHRS3		1p36.21	AMP	1	0.2%	No
MAPKAPK2		1q32.1	HOMDEL	1	0.2%	No
STK17A		7p13	AMP	1	0.2%	No
WDR46		6p21.32	HOMDEL	1	0.2%	No
ZBTB22		6p21.32	HOMDEL	1	0.2%	No
GPR37L1		1q32.1	HOMDEL	1	0.2%	No
TAAR2		6q23.2	HOMDEL	1	0.2%	No
TAAR2		6q23.2	AMP	1	0.2%	No
TAAR3P		6q23.2	HOMDEL	1	0.2%	No
TAAR3P		6q23.2	AMP	1	0.2%	No
GPR55		2q37.1	AMP	1	0.2%	No
GPR52		1q25.1	AMP	1	0.2%	No
SRSF11		1p31.1	AMP	1	0.2%	No
ATP6V1F		7q32.1	AMP	1	0.2%	No
SNORD29		11q12.3	HOMDEL	1	0.2%	No
SNORD31		11q12.3	AMP	1	0.2%	No
SNORD30		11q12.3	HOMDEL	1	0.2%	No
SNORD22		11q12.3	AMP	1	0.2%	No
ZNF235		19q13.31	AMP	1	0.2%	No
MMP20		11q22.2	AMP	1	0.2%	No
KLF4		9q31.2	HOMDEL	1	0.2%	Yes
COPS2		15q21.1	AMP	1	0.2%	No
TRIP12		2q36.3	HOMDEL	1	0.2%	No
TRIP11		14q32.12	AMP	1	0.2%	Yes
TRIP10		19p13.3	HOMDEL	1	0.2%	No
TRIP4		15q22.31	HOMDEL	1	0.2%	No
TRIP4		15q22.31	AMP	1	0.2%	No
GTF3C3		2q33.1	HOMDEL	1	0.2%	No
B4GALT6		18q12.1	AMP	1	0.2%	No
TGM5		15q15.2	AMP	1	0.2%	No
CNOT8		5q33.2	HOMDEL	1	0.2%	No
GLP2R		17p13.1	AMP	1	0.2%	No
SNAP29		22q11.21	AMP	1	0.2%	No
RPL23		17q12	AMP	1	0.2%	No
SLC22A6		11q12.3	AMP	1	0.2%	No
LONP1		19p13.3	HOMDEL	1	0.2%	No
CPNE6		14q11.2	HOMDEL	1	0.2%	No
RAB33A		Xq26.1	HOMDEL	1	0.2%	No
RAB9A		Xp22.2	HOMDEL	1	0.2%	No
NRXN3		14q24.3-q31.1	AMP	1	0.2%	No
KIF3B		20q11.21	HOMDEL	1	0.2%	No
PPT2		6p21.32	AMP	1	0.2%	No
TM9SF2		13q32.3	AMP	1	0.2%	No
SLC22A8		11q12.3	AMP	1	0.2%	No
NRXN1		2p16.3	AMP	1	0.2%	No
NRXN2		11q13.1	AMP	1	0.2%	No
TSIX		Xq13.2	HOMDEL	1	0.2%	No
LIPG		18q21.1	AMP	1	0.2%	No
SLC22A14		3p22.2	HOMDEL	1	0.2%	No
SLC22A13		3p22.2	HOMDEL	1	0.2%	No
TGFBRAP1		2q12.1-q12.2	AMP	1	0.2%	No
CD101		1p13.1	HOMDEL	1	0.2%	No
CD101		1p13.1	AMP	1	0.2%	No
RECQL5		17q25.1	HOMDEL	1	0.2%	No
GRAP2		22q13.1	HOMDEL	1	0.2%	No
ZRANB2		1p31.1	AMP	1	0.2%	No
TMPRSS11D		4q13.2	AMP	1	0.2%	No
SNRNP40		1p35.2	HOMDEL	1	0.2%	No
SNRNP40		1p35.2	AMP	1	0.2%	No
FAM189A2		9q21.12	AMP	1	0.2%	No
DDX23		12q13.12	HOMDEL	1	0.2%	No
CRIPT		2p21	AMP	1	0.2%	No
HAND1		5q33.2	HOMDEL	1	0.2%	No
NTN1		17p13.1	AMP	1	0.2%	No
ECEL1		2q37.1	AMP	1	0.2%	No
NCR2		6p21.1	AMP	1	0.2%	No
MED23		6q23.2	AMP	1	0.2%	No
MED17		11q21	HOMDEL	1	0.2%	No
MED26		19p13.11	HOMDEL	1	0.2%	No
MED27		9q34.13	HOMDEL	1	0.2%	No
GSTO1		10q25.1	AMP	1	0.2%	No
LY86		6p25.1	AMP	1	0.2%	No
EIF2AK3		2p11.2	AMP	1	0.2%	No
ITM2A		Xq21.1	HOMDEL	1	0.2%	No
GGPS1		1q42.3	AMP	1	0.2%	No
HOMER3		19p13.11	HOMDEL	1	0.2%	No
HOMER3		19p13.11	AMP	1	0.2%	No
FHL5		6q16.1	AMP	1	0.2%	No
ARHGEF6		Xq26.3	HOMDEL	1	0.2%	No
PICK1		22q13.1	AMP	1	0.2%	No
HAND2		4q34.1	AMP	1	0.2%	No
AKAP7		6q23.2	AMP	1	0.2%	No
CHST3		10q22.1	AMP	1	0.2%	No
EIF4E2		2q37.1	AMP	1	0.2%	No
AKAP6		14q12	HOMDEL	1	0.2%	No
NAPSA		19q13.33	AMP	1	0.2%	No
MED20		6p21.1	HOMDEL	1	0.2%	No
SLC25A27		6p12.3	AMP	1	0.2%	No
STX8		17p13.1	AMP	1	0.2%	No
PGS1		17q25.3	HOMDEL	1	0.2%	No
PSMF1		20p13	AMP	1	0.2%	No
KIF23		15q23	HOMDEL	1	0.2%	No
AKAP5		14q23.3	HOMDEL	1	0.2%	No
AKAP5		14q23.3	AMP	1	0.2%	No
SLC4A8		12q13.13	HOMDEL	1	0.2%	No
XAGE2		Xp11.22	HOMDEL	1	0.2%	No
ADAMTS3		4q13.3	HOMDEL	1	0.2%	No
SPTLC2		14q24.3	AMP	1	0.2%	No
GDF15		19p13.11	HOMDEL	1	0.2%	No
GDF15		19p13.11	AMP	1	0.2%	No
EEF1E1		6p24.3	AMP	1	0.2%	No
TECR		19p13.12	AMP	1	0.2%	No
GOSR1		17q11.2	AMP	1	0.2%	No
POLR1C		6p21.1	HOMDEL	1	0.2%	No
ZNF254		19p12	HOMDEL	1	0.2%	No
PTGES		9q34.11	HOMDEL	1	0.2%	No
TP53I11		11p11.2	AMP	1	0.2%	No
TP53I3		2p23.3	HOMDEL	1	0.2%	No
TP53I3		2p23.3	AMP	1	0.2%	No
CIR1		2q31.1	AMP	1	0.2%	No
IGDCC3		15q22.31	HOMDEL	1	0.2%	No
IGDCC3		15q22.31	AMP	1	0.2%	No
APBA3		19p13.3	AMP	1	0.2%	No
ATP6V1G1		9q32	HOMDEL	1	0.2%	No
SPAG7		17p13.2	AMP	1	0.2%	No
H6PD		1p36.22	AMP	1	0.2%	No
BCAR1		16q23.1	AMP	1	0.2%	No
CLOCK		4q12	AMP	1	0.2%	No
SPAG6		10p12.2	AMP	1	0.2%	No
PREPL		2p21	AMP	1	0.2%	No
RBM39		20q11.22	AMP	1	0.2%	No
KIF20B		10q23.31	AMP	1	0.2%	No
MAD2L1BP		6p21.1	HOMDEL	1	0.2%	No
PITPNM1		11q13.2	HOMDEL	1	0.2%	No
NFE2L3		7p15.2	HOMDEL	1	0.2%	No
VPS9D1		16q24.3	AMP	1	0.2%	No
GDA		9q21.13	AMP	1	0.2%	No
KLK4		19q13.41	HOMDEL	1	0.2%	No
SNCAIP	1.645e-1	5q23.2	AMP	1	0.2%	Yes
NUP155		5p13.2	HOMDEL	1	0.2%	No
SEC24C		10q22.2	AMP	1	0.2%	No
TESMIN		11q13.3	HOMDEL	1	0.2%	No
ISG15		1p36.33	HOMDEL	1	0.2%	No
FEZ2		2p22.2	AMP	1	0.2%	No
ARHGEF10		8p23.3	AMP	1	0.2%	No
ZNF592		15q25.3	AMP	1	0.2%	No
IKBKE		1q32.1	HOMDEL	1	0.2%	Yes
MORF4L2		Xq22.2	AMP	1	0.2%	No
SH3PXD2A		10q24.33	AMP	1	0.2%	No
CTR9		11p15.4	HOMDEL	1	0.2%	Yes
GCC2		2q12.3	AMP	1	0.2%	No
RALGPS1		9q33.3	HOMDEL	1	0.2%	No
PLCH2		1p36.32	HOMDEL	1	0.2%	No
SOCS5		2p21	AMP	1	0.2%	No
MDC1		6p21.33	HOMDEL	1	0.2%	Yes
MDC1		6p21.33	AMP	1	0.2%	Yes
ZNF516		18q23	AMP	1	0.2%	No
CEP135		4q12	AMP	1	0.2%	No
SAFB2		19p13.3	HOMDEL	1	0.2%	No
ZNF432		19q13.41	HOMDEL	1	0.2%	No
IPO13		1p34.1	HOMDEL	1	0.2%	No
SDC3		1p35.2	HOMDEL	1	0.2%	No
SDC3		1p35.2	AMP	1	0.2%	No
KIAA0040		1q25.1	AMP	1	0.2%	No
PPIP5K1		15q15.3	AMP	1	0.2%	No
KDM4A		1p34.2-p34.1	HOMDEL	1	0.2%	No
CLINT1		5q33.3	HOMDEL	1	0.2%	No
NUP93		16q13	AMP	1	0.2%	Yes
BZW1		2q33.1	HOMDEL	1	0.2%	No
UBE3C		7q36.3	AMP	1	0.2%	No
PRORP		14q13.2	HOMDEL	1	0.2%	No
RAPGEF2		4q32.1	AMP	1	0.2%	No
CROCC		1p36.13	HOMDEL	1	0.2%	No
TRAM2		6p12.2	HOMDEL	1	0.2%	No
PUM1		1p35.2	HOMDEL	1	0.2%	No
PUM1		1p35.2	AMP	1	0.2%	No
RIMS2		8q22.3	HOMDEL	1	0.2%	No
CEP57		11q21	AMP	1	0.2%	No
ULK2		17p11.2	HOMDEL	1	0.2%	No
HERPUD1		16q13	AMP	1	0.2%	Yes
SEC14L5		16p13.3	HOMDEL	1	0.2%	No
CCDC144A		17p11.2	AMP	1	0.2%	No
GPRIN2		10q11.22	AMP	1	0.2%	No
SECISBP2L		15q21.1	AMP	1	0.2%	No
CEP104		1p36.32	HOMDEL	1	0.2%	No
SART3		12q23.3	HOMDEL	1	0.2%	No
USP34		2p15	AMP	1	0.2%	No
CCP110		16p12.3	HOMDEL	1	0.2%	No
LAPTM4A		2p24.1	AMP	1	0.2%	No
ZNF536		19q12	HOMDEL	1	0.2%	No
ZNF536		19q12	AMP	1	0.2%	No
SLK		10q24.33-q25.1	AMP	1	0.2%	No
RIPOR2		6p22.3	AMP	1	0.2%	No
STARD8		Xq13.1	HOMDEL	1	0.2%	No
ZFYVE16		5q14.1	AMP	1	0.2%	No
PCLAF		15q22.31	HOMDEL	1	0.2%	No
PCLAF		15q22.31	AMP	1	0.2%	No
RAPGEF5		7p15.3	HOMDEL	1	0.2%	No
TMEM94		17q25.1	HOMDEL	1	0.2%	No
TM9SF4		20q11.21	HOMDEL	1	0.2%	No
PIEZO1		16q24.3	AMP	1	0.2%	No
RNF144A		2p25.1	HOMDEL	1	0.2%	No
RIMS3		1p34.2	HOMDEL	1	0.2%	No
SNX17		2p23.3	HOMDEL	1	0.2%	No
KIAA0586		14q23.1	HOMDEL	1	0.2%	No
KIAA0586		14q23.1	AMP	1	0.2%	No
DLGAP5		14q22.3	HOMDEL	1	0.2%	No
DLGAP5		14q22.3	AMP	1	0.2%	No
PTDSS1		8q22.1	HOMDEL	1	0.2%	No
SERTAD2		2p14	HOMDEL	1	0.2%	No
SERTAD2		2p14	AMP	1	0.2%	No
TATDN2		3p25.3	AMP	1	0.2%	No
MRPL19		2p12	AMP	1	0.2%	No
DAZAP2		12q13.13	HOMDEL	1	0.2%	No
TOMM20		1q42.3	AMP	1	0.2%	No
SPOCK2		10q22.1	AMP	1	0.2%	No
URB2		1q42.13	AMP	1	0.2%	No
KEAP1		19p13.2	AMP	1	0.2%	Yes
CUL7		6p21.1	HOMDEL	1	0.2%	No
TRIM14		9q22.33	HOMDEL	1	0.2%	No
LCMT2		15q15.3	AMP	1	0.2%	No
ZBTB24		6q21	AMP	1	0.2%	No
HEPH		Xq12	HOMDEL	1	0.2%	No
GAB2		11q14.1	HOMDEL	1	0.2%	Yes
C2CD5		12p12.1	AMP	1	0.2%	No
ZNF518A		10q24.1	AMP	1	0.2%	No
KIAA0319		6p22.3	AMP	1	0.2%	No
CEP350		1q25.2	AMP	1	0.2%	No
MAGI2		7q21.11	HOMDEL	1	0.2%	No
TRIL		7p14.3	HOMDEL	1	0.2%	No
AREL1		14q24.3	AMP	1	0.2%	No
URB1		21q22.11	HOMDEL	1	0.2%	No
URB1		21q22.11	AMP	1	0.2%	No
DDX46	1.645e-1	5q31.1	AMP	1	0.2%	No
SMG7		1q25.3	AMP	1	0.2%	No
FIG4		6q21	AMP	1	0.2%	No
MRC2		17q23.2	HOMDEL	1	0.2%	No
KLHL21		1p36.31	AMP	1	0.2%	No
SLC35E2A		1p36.33	HOMDEL	1	0.2%	No
G3BP2		4q21.1	HOMDEL	1	0.2%	No
G3BP2		4q21.1	AMP	1	0.2%	No
TMCC2		1q32.1	AMP	1	0.2%	No
ARHGAP44		17p12	AMP	1	0.2%	No
SUPT7L		2p23.3	HOMDEL	1	0.2%	No
ARNT2		15q25.1	AMP	1	0.2%	No
PUM3		9p24.2	AMP	1	0.2%	No
MAFB		20q12	HOMDEL	1	0.2%	Yes
MAFB		20q12	AMP	1	0.2%	Yes
DCLRE1A		10q25.3	AMP	1	0.2%	No
ARHGAP25		2p13.3	AMP	1	0.2%	No
OXSR1		3p22.2	HOMDEL	1	0.2%	No
CRYZL1		21q22.11	HOMDEL	1	0.2%	No
AMMECR1		Xq23	AMP	1	0.2%	No
HS3ST1		4p15.33	AMP	1	0.2%	No
USP15		12q14.1	HOMDEL	1	0.2%	No
USP3		15q22.31	HOMDEL	1	0.2%	No
USP3		15q22.31	AMP	1	0.2%	No
TNFSF15		9q32	HOMDEL	1	0.2%	No
MED12		Xq13.1	AMP	1	0.2%	Yes
MED13		17q23.2	HOMDEL	1	0.2%	No
DOP1B		21q22.12	AMP	1	0.2%	No
FGFBP1		4p15.32	AMP	1	0.2%	No
THOC1		18p11.32	AMP	1	0.2%	No
REC8		14q12	HOMDEL	1	0.2%	No
DGCR2		22q11.21	AMP	1	0.2%	No
MED6		14q24.2	AMP	1	0.2%	No
ACOT8		20q13.12	HOMDEL	1	0.2%	No
KCNE3		11q13.4	HOMDEL	1	0.2%	No
ZBTB33		Xq24	HOMDEL	1	0.2%	No
ZBTB33		Xq24	AMP	1	0.2%	No
PDCD6IP		3p22.3	AMP	1	0.2%	No
HCN4		15q24.1	AMP	1	0.2%	No
MED16		19p13.3	AMP	1	0.2%	No
CHAF1A		19p13.3	AMP	1	0.2%	No
HMGXB4		22q12.3	HOMDEL	1	0.2%	No
HMGXB4		22q12.3	AMP	1	0.2%	No
TOM1		22q12.3	HOMDEL	1	0.2%	No
TOM1		22q12.3	AMP	1	0.2%	No
SH2D3A		19p13.3	HOMDEL	1	0.2%	No
RANBP9		6p23	AMP	1	0.2%	No
DNAJB6		7q36.3	AMP	1	0.2%	No
AP1M2		19p13.2	AMP	1	0.2%	No
SAE1		19q13.32	AMP	1	0.2%	No
FARSB		2q36.1	AMP	1	0.2%	No
SNUPN		15q24.2	HOMDEL	1	0.2%	No
HUWE1		Xp11.22	HOMDEL	1	0.2%	No
TSPAN32		11p15.5	HOMDEL	1	0.2%	No
HHLA1		8q24.22	HOMDEL	1	0.2%	No
COL4A3BP		5q13.3	AMP	1	0.2%	No
UST		6q25.1	AMP	1	0.2%	No
ARPC5		1q25.3	AMP	1	0.2%	No
ARPC4		3p25.3	AMP	1	0.2%	No
ARPC1B		7q22.1	HOMDEL	1	0.2%	No
ACTR2		2p14	HOMDEL	1	0.2%	No
ACTR2		2p14	AMP	1	0.2%	No
NUBP2		16p13.3	HOMDEL	1	0.2%	No
TSFM		12q14.1	HOMDEL	1	0.2%	No
TSPAN1		1p34.1	AMP	1	0.2%	No
PPIF		10q22.3	AMP	1	0.2%	No
CTDSP2		12q14.1	HOMDEL	1	0.2%	No
TRIM10		6p22.1	HOMDEL	1	0.2%	No
TRIM10		6p22.1	AMP	1	0.2%	No
SGK2		20q13.12	HOMDEL	1	0.2%	No
RAD50	1.645e-1	5q31.1	AMP	1	0.2%	Yes
PREB		2p23.3	HOMDEL	1	0.2%	No
HIPK3		11p13	AMP	1	0.2%	No
FEM1B		15q23	AMP	1	0.2%	No
ACTR1A		10q24.32	AMP	1	0.2%	No
ARL4C		2q37.1	HOMDEL	1	0.2%	No
RASGRP1		15q14	AMP	1	0.2%	No
LRPPRC		2p21	AMP	1	0.2%	No
FRY		13q13.1	AMP	1	0.2%	No
OPTN		10p13	AMP	1	0.2%	No
CELA3A		1p36.12	AMP	1	0.2%	No
RBM12		20q11.22	AMP	1	0.2%	No
G3BP1		5q33.1	HOMDEL	1	0.2%	No
SUGP2		19p13.11	AMP	1	0.2%	No
EBI3		19p13.3	AMP	1	0.2%	No
CEBPZ		2p22.2	AMP	1	0.2%	No
PLXNC1		12q22	HOMDEL	1	0.2%	No
TRIM28		19q13.43	HOMDEL	1	0.2%	No
TRIM28		19q13.43	AMP	1	0.2%	No
FARP1		13q32.2	AMP	1	0.2%	No
SLC25A15		13q14.11	AMP	1	0.2%	No
ZNF197		3p21.31	HOMDEL	1	0.2%	No
ZNF197		3p21.31	AMP	1	0.2%	No
SERF2		15q15.3	AMP	1	0.2%	No
CNIH1		14q22.2	AMP	1	0.2%	No
RBM5		3p21.31	AMP	1	0.2%	No
LHFPL6		13q13.3-q14.11	AMP	1	0.2%	No
ALYREF		17q25.3	HOMDEL	1	0.2%	No
TSHZ1		18q22.3	AMP	1	0.2%	No
PRMT3		11p15.1	HOMDEL	1	0.2%	No
MPHOSPH10		2p13.3	AMP	1	0.2%	No
NME6		3p21.31	AMP	1	0.2%	No
CALCRL		2q32.1	AMP	1	0.2%	No
TOPORS		9p21.1	HOMDEL	1	0.2%	No
FLOT1		6p21.33	HOMDEL	1	0.2%	No
FLOT1		6p21.33	AMP	1	0.2%	No
DDX39A		19p13.12	AMP	1	0.2%	No
PSMD14		2q24.2	AMP	1	0.2%	No
OLIG2		21q22.11	AMP	1	0.2%	Yes
PRG4		1q31.1	AMP	1	0.2%	No
TRIB1		8q24.13	HOMDEL	1	0.2%	No
PLIN3		19p13.3	HOMDEL	1	0.2%	No
PLIN3		19p13.3	AMP	1	0.2%	No
STX6		1q25.3	AMP	1	0.2%	No
RASGRP2		11q13.1	AMP	1	0.2%	No
HNRNPR		1p36.12	AMP	1	0.2%	No
SLC35B1		17q21.33	HOMDEL	1	0.2%	No
MRPS31		13q14.11	AMP	1	0.2%	No
CALCOCO2		17q21.32	HOMDEL	1	0.2%	No
GPHN		14q23.3-q24.1	AMP	1	0.2%	Yes
RABEPK		9q33.3	HOMDEL	1	0.2%	No
POP7		7q22.1	HOMDEL	1	0.2%	No
SRRM1		1p36.11	AMP	1	0.2%	No
HCG9		6p22.1	HOMDEL	1	0.2%	No
HCG9		6p22.1	AMP	1	0.2%	No
CNKSR1		1p36.11	AMP	1	0.2%	No
ABCC4		13q32.1	AMP	1	0.2%	No
DENND4A		15q22.31	HOMDEL	1	0.2%	No
CDK2AP2		11q13.2	HOMDEL	1	0.2%	No
IRX5		16q12.2	AMP	1	0.2%	No
ZMPSTE24		1p34.2	HOMDEL	1	0.2%	No
AKAP8		19p13.12	HOMDEL	1	0.2%	No
FSTL3		19p13.3	HOMDEL	1	0.2%	Yes
UBE4B		1p36.22	AMP	1	0.2%	No
EFS		14q11.2	HOMDEL	1	0.2%	No
BET1		7q21.3	HOMDEL	1	0.2%	No
CWC27		5q12.3	AMP	1	0.2%	No
EIF1B		3p22.1	AMP	1	0.2%	No
DNAJA2		16q11.2	HOMDEL	1	0.2%	No
MARCH6		5p15.2	HOMDEL	1	0.2%	No
SNAPC5		15q22.31	HOMDEL	1	0.2%	No
SNAPC5		15q22.31	AMP	1	0.2%	No
CCNO		5q11.2	AMP	1	0.2%	No
RTN3		11q13.1	AMP	1	0.2%	No
LANCL1		2q34	AMP	1	0.2%	No
NMUR1		2q37.1	AMP	1	0.2%	No
LAMC3		9q34.12	HOMDEL	1	0.2%	No
CRISP3		6p12.3	AMP	1	0.2%	No
SMYD5		2p13.2	AMP	1	0.2%	No
