Gene_name	EnsemblID	Median(Tumor)	Median(Normal)	log2FC	FDR
RGAG4	ENSG00000242732	1.61	6.035	-1.43	7.14E-119
SOX2-OT	ENSG00000242808	2.67	0.21	1.601	6.14E-68
RP11-285F7.2	ENSG00000242861	3.36	17.075	-2.052	2.89E-161
GK-AS1	ENSG00000243055	0.18	2.21	-1.444	3.59E-157
UGT1A3	ENSG00000243135	1.24	0	1.163	5.99E-77
IGKV2-30	ENSG00000243238	23.515	10.59	1.081	9.40E-11
STON1	ENSG00000243244	3.445	12.2	-1.57	2.84E-106
IGKV2D-29	ENSG00000243264	22.795	4.52	2.108	5.96E-32
IGKV1-12	ENSG00000243290	6.385	1.615	1.498	1.89E-28
RP11-274B21.2	ENSG00000243302	9.075	30.819	-1.659	2.53E-94
RN7SL8P	ENSG00000243352	0	1.685	-1.425	1.72E-59
IGKV1-5	ENSG00000243466	267.074	43.06	2.605	2.18E-40
NAT6	ENSG00000243477	6.145	15.585	-1.215	1.88E-115
TNFRSF6B	ENSG00000243509	4.795	18.835	-1.775	5.52E-30
UPK3B	ENSG00000243566	3.89	42.19	-3.143	8.59E-93
RN7SL834P	ENSG00000243650	0.4	2.995	-1.513	6.91E-121
NME1-NME2	ENSG00000243678	848.575	344.855	1.297	6.33E-112
RP11-274B21.3	ENSG00000243679	10.59	43.185	-1.931	3.57E-101
RP5-966M1.6	ENSG00000243696	0.34	5.035	-2.171	9.32E-205
PLA2G4B	ENSG00000243708	4.44	13.02	-1.366	3.62E-42
NPIPB5	ENSG00000243716	31.095	177.054	-2.472	1.28E-123
GSTA1	ENSG00000243955	23.833	2.705	2.745	2.91E-32
RP11-552M11.4	ENSG00000243960	0.845	2.95	-1.098	9.74E-52
RP5-839B4.8	ENSG00000243961	0.11	3.125	-1.894	9.31E-129
RPL23AP65	ENSG00000243964	7.895	1.48	1.843	1.52E-96
RN7SL417P	ENSG00000244056	0	1.025	-1.018	3.77E-51
SPRR2F	ENSG00000244094	1.725	0	1.446	8.69E-54
IGKV2-28	ENSG00000244116	317.771	71.689	2.133	1.92E-28
PDCL3P4	ENSG00000244119	0.9	2.86	-1.023	3.26E-50
UGT1A7	ENSG00000244122	1.795	0	1.483	9.57E-59
RP11-148K1.12	ENSG00000244151	0.91	3.65	-1.284	1.27E-108
PKD1P1	ENSG00000244257	1.37	9.045	-2.084	4.15E-82
GATA2-AS1	ENSG00000244300	1.695	7.19	-1.604	1.10E-77
LINC01296	ENSG00000244306	12.485	0.72	2.971	3.31E-146
RN7SL145P	ENSG00000244357	0.32	2.04	-1.204	1.78E-111
IGKV3-15	ENSG00000244437	339.966	44.01	2.921	8.13E-50
LILRA6	ENSG00000244482	2.17	20.434	-2.757	1.20E-186
SCARF2	ENSG00000244486	4.38	26.655	-2.362	2.92E-146
RP11-10G12.1	ENSG00000244538	3.535	0	2.181	3.38E-135
RP4-800G7.2	ENSG00000244560	1.815	11.68	-2.171	1.99E-120
IGKV1-27	ENSG00000244575	56.01	13.695	1.956	4.18E-24
RP3-449O17.1	ENSG00000244627	3.235	8.369	-1.146	6.27E-70
FCGR2C	ENSG00000244682	3.265	20.825	-2.355	6.36E-120
RP5-894A10.2	ENSG00000244701	2.09	7.81	-1.512	3.57E-106
RP11-20O24.4	ENSG00000244716	1.855	6.7	-1.431	4.32E-105
HBB	ENSG00000244734	24.54	1132.503	-5.472	2.47E-186
N4BP2L2	ENSG00000244754	25.235	67.796	-1.391	4.39E-167
RP11-875O11.1	ENSG00000245025	0.61	2.84	-1.254	1.82E-161
RNF139-AS1	ENSG00000245149	1.095	3.295	-1.036	2.00E-55
NEAT1	ENSG00000245532	196.276	1531.308	-2.957	7.24E-121
RP11-277P12.20	ENSG00000245648	2.74	0.31	1.513	3.97E-106
RAD51-AS1	ENSG00000245849	2.6	9.225	-1.506	3.66E-102
RP11-33B1.1	ENSG00000245958	8.035	17.525	-1.036	3.96E-76
LINC00968	ENSG00000246430	0.175	4.785	-2.3	1.13E-211
RP11-894P9.1	ENSG00000246451	1.325	6.26	-1.643	8.35E-115
RP11-1277A3.2	ENSG00000246596	0.72	3.15	-1.271	1.42E-99
UBAP1L	ENSG00000246922	0.54	2.975	-1.368	8.21E-162
PGAM5	ENSG00000247077	35.25	9.945	1.728	3.74E-186
MIR210HG	ENSG00000247095	14.77	6.57	1.059	2.45E-37
MTND4P12	ENSG00000247627	13.175	0.3	3.447	3.60E-45
NR2F2-AS1	ENSG00000247809	0.815	4.96	-1.715	4.64E-179
LINC00926	ENSG00000247982	0.86	4.96	-1.68	7.61E-89
FOXD1-AS1	ENSG00000247993	5.72	0.58	2.089	2.20E-98
FAM13A-AS1	ENSG00000248019	0.63	9.19	-2.644	2.34E-210
RRN3P1	ENSG00000248124	2.29	10.575	-1.815	1.27E-131
LINC01197	ENSG00000248441	0.205	1.99	-1.311	2.18E-196
SEMA6A-AS1	ENSG00000248445	0.535	4.715	-1.897	1.19E-173
MTATP6P1	ENSG00000248527	642.743	1719.412	-1.418	7.00E-58
RP11-241F15.1	ENSG00000248583	0.05	1.265	-1.109	3.27E-134
TMEM110-MUSTN1	ENSG00000248592	1	6.05	-1.818	6.93E-213
RP11-974F13.5	ENSG00000248769	0.08	1.3	-1.091	1.02E-107
RP11-362F19.1	ENSG00000248810	0.16	1.37	-1.031	1.24E-21
TNFSF12-TNFSF13	ENSG00000248871	0.87	5.49	-1.795	1.19E-96
HHIP-AS1	ENSG00000248890	0.88	7.31	-2.144	6.16E-103
FMN1	ENSG00000248905	1.12	4.095	-1.265	1.88E-110
RP11-319G6.1	ENSG00000248932	3.65	1.31	1.009	3.27E-93
RP11-1334A24.6	ENSG00000248996	0.39	2.66	-1.397	1.63E-146
RP11-742B18.1	ENSG00000249001	1.73	0	1.449	1.44E-124
SLED1	ENSG00000249138	0.16	2.345	-1.528	4.48E-106
LINC01088	ENSG00000249307	0.41	2.985	-1.499	4.63E-53
RP11-434D9.1	ENSG00000249364	0.09	1.635	-1.273	4.27E-179
NAIP	ENSG00000249437	3.94	20.505	-2.122	8.15E-172
LINC01234	ENSG00000249550	1.16	0.01	1.097	1.39E-64
MIR143HG	ENSG00000249669	0.39	6.945	-2.515	2.38E-218
RP11-83M16.4	ENSG00000249721	1.43	0.09	1.157	3.07E-59
RP11-673E1.3	ENSG00000249741	0.31	2.195	-1.286	1.89E-137
ECSCR	ENSG00000249751	7	59.41	-2.917	2.77E-273
PVT1	ENSG00000249859	28.585	10.025	1.424	1.43E-63
PDCD6	ENSG00000249915	171.86	75.149	1.183	9.20E-139
RAC1P2	ENSG00000249936	17.535	7.025	1.208	1.74E-76
TMEM158	ENSG00000249992	8.15	1.11	2.116	2.28E-105
YJEFN3	ENSG00000250067	1.415	5.58	-1.446	1.89E-60
RP11-677M14.3	ENSG00000250073	0.17	2.16	-1.433	1.81E-285
RP11-848G14.5	ENSG00000250138	0.61	6.57	-2.233	1.01E-148
PKD1P6	ENSG00000250251	7.455	29.27	-1.84	1.05E-94
XXbac-BPG246D15.9	ENSG00000250264	4.32	1.42	1.136	6.72E-41
KIAA1456	ENSG00000250305	0.215	3.325	-1.832	2.04E-211
MGC32805	ENSG00000250328	0.36	2.695	-1.442	8.85E-67
RP11-1391J7.1	ENSG00000250397	0.14	1.5	-1.133	7.73E-181
GPR162	ENSG00000250510	1.86	21.865	-2.999	1.56E-218
RP4-669L17.8	ENSG00000250575	5.585	14.43	-1.228	2.72E-39
LINC00491	ENSG00000250682	1.935	0	1.553	1.51E-138
RP11-486L19.2	ENSG00000250685	1.64	0.02	1.372	8.63E-120
SEPP1	ENSG00000250722	115.415	358.156	-1.625	2.78E-62
RP11-710F7.2	ENSG00000250740	0	1.015	-1.011	1.14E-129
SNHG18	ENSG00000250786	4.22	11.89	-1.304	3.12E-43
RP11-253E3.3	ENSG00000250899	1.015	3.26	-1.08	2.20E-93
RP11-357D18.1	ENSG00000250978	0.06	4.369	-2.341	1.02E-220
ZFPM2-AS1	ENSG00000251003	3.93	0.135	2.119	7.12E-85
IGKV2D-40	ENSG00000251039	7.929	1.19	2.028	5.06E-34
RP11-701P16.5	ENSG00000251230	0.15	1.785	-1.276	3.69E-134
SHANK3	ENSG00000251322	3.53	39.411	-3.157	8.12E-251
LINC00958	ENSG00000251381	16.614	0.11	3.988	3.35E-165
RP11-420A23.1	ENSG00000251432	0.55	3.325	-1.48	1.43E-167
FOXD1	ENSG00000251493	4.325	0.34	1.991	7.04E-121
IGKV1D-39	ENSG00000251546	597.708	100.593	2.559	2.17E-38
MALAT1	ENSG00000251562	55.859	360.898	-2.67	9.93E-119
RP11-326C3.11	ENSG00000251661	0.73	2.555	-1.039	1.06E-98
RNA5SP216	ENSG00000251920	0	9.72	-3.422	1.07E-83
RN7SKP70	ENSG00000252464	0.26	1.635	-1.064	2.15E-75
PCDHGA12	ENSG00000253159	0.51	3.09	-1.438	1.86E-175
LINC01605	ENSG00000253161	1.835	0.12	1.34	2.90E-79
RP11-360L9.7	ENSG00000253174	2.155	0.37	1.203	3.18E-113
RP11-582J16.5	ENSG00000253200	0.985	4.095	-1.36	5.28E-153
HOXA10	ENSG00000253293	7.665	0.17	2.889	1.01E-196
TMEM200B	ENSG00000253304	2.215	7.71	-1.438	6.95E-83
PCDHGB6	ENSG00000253305	0.455	2.085	-1.084	1.01E-127
TRNP1	ENSG00000253368	4.16	10.115	-1.107	2.92E-47
RP11-231D20.2	ENSG00000253408	1.87	0.01	1.507	6.99E-117
RP11-395I14.2	ENSG00000253476	0.1	1.34	-1.089	7.74E-141
HOXA-AS2	ENSG00000253552	4.02	11.315	-1.295	1.91E-63
NKX2-1-AS1	ENSG00000253563	0.16	2.135	-1.434	6.66E-110
RP11-758M4.4	ENSG00000253706	4.26	0	2.395	4.93E-108
PRKDC	ENSG00000253729	83.484	32.785	1.322	1.17E-116
IGHGP	ENSG00000253755	79.928	1.4	5.076	4.21E-139
RBPMS-AS1	ENSG00000254109	0.82	5.49	-1.834	1.35E-166
PCDHGB7	ENSG00000254122	0.93	5.66	-1.787	1.73E-116
RP11-578O24.2	ENSG00000254352	0.3	2.03	-1.221	1.79E-120
SIGLEC14	ENSG00000254415	1.58	7.15	-1.659	6.17E-92
RP11-261P9.4	ENSG00000254419	0.215	2.43	-1.497	8.59E-153
RP11-110I1.11	ENSG00000254428	0.53	2.5	-1.194	7.42E-127
HSPB2-C11orf52	ENSG00000254445	0.715	11.36	-2.849	1.63E-252
RP11-755F10.3	ENSG00000254461	0.27	1.585	-1.025	2.87E-105
RP4-791M13.3	ENSG00000254539	0.35	1.755	-1.029	5.72E-108
RP11-676M6.1	ENSG00000254612	5.46	1.34	1.465	7.83E-147
RP11-152H18.3	ENSG00000254665	1.855	8.29	-1.702	9.41E-29
RP11-265D17.2	ENSG00000254680	2.485	7.06	-1.21	2.51E-47
SENCR	ENSG00000254703	0.32	2	-1.184	1.88E-169
IGLL5	ENSG00000254709	135.269	32.231	2.036	1.83E-30
RP11-805J14.5	ENSG00000254721	10	3.275	1.364	3.92E-91
MEX3A	ENSG00000254726	3.655	0.41	1.723	9.09E-123
RP11-672A2.4	ENSG00000254810	0.18	2.175	-1.428	9.62E-196
RP11-496I9.1	ENSG00000254815	1.27	19.475	-3.173	1.09E-151
GVINP1	ENSG00000254838	0.37	2.01	-1.136	4.06E-125
NPIPA2	ENSG00000254852	0.25	1.875	-1.202	1.30E-96
RP11-661A12.5	ENSG00000254859	0.34	1.68	-1	8.91E-60
RP11-770J1.5	ENSG00000254873	5.105	12.43	-1.137	5.73E-57
NAV2-AS1	ENSG00000254894	0.96	3	-1.029	1.76E-39
RP11-110I1.5	ENSG00000254909	1.32	8.075	-1.968	2.26E-96
RP11-326C3.7	ENSG00000254910	1.19	6.12	-1.701	5.46E-121
SCARNA9	ENSG00000254911	0.915	3.44	-1.213	6.84E-94
INMT-FAM188B	ENSG00000254959	0.03	3.005	-1.959	6.96E-222
RP11-1081L13.4	ENSG00000254966	0.24	1.66	-1.101	1.36E-119
STX16-NPEPL1	ENSG00000254995	0.92	12.335	-2.796	2.59E-152
RP11-326C3.2	ENSG00000255026	2.405	38.255	-3.527	4.71E-121
RP11-802E16.3	ENSG00000255031	1.49	11.345	-2.31	1.23E-143
PIGY	ENSG00000255072	19.339	2.81	2.416	1.93E-62
MIR100HG	ENSG00000255090	0.15	2.11	-1.435	4.66E-123
RP11-750H9.5	ENSG00000255197	1.27	7.625	-1.926	1.24E-168
RP11-350N15.4	ENSG00000255201	0.56	4.625	-1.85	1.14E-59
RP11-166D19.1	ENSG00000255248	2.73	10.91	-1.675	1.71E-100
RP11-326C3.12	ENSG00000255328	0.105	1.71	-1.294	3.13E-148
SOGA3	ENSG00000255330	0.13	2.395	-1.587	2.85E-188
RP11-411B6.6	ENSG00000255339	0.61	3.62	-1.521	3.60E-121
RP11-732A19.5	ENSG00000255390	3.3	14.175	-1.819	3.41E-124
TBX5-AS1	ENSG00000255399	0.865	11.46	-2.74	2.13E-286
RP11-890B15.3	ENSG00000255455	1.275	4.025	-1.143	2.25E-163
RP11-736K20.5	ENSG00000255471	0.175	1.8	-1.253	7.37E-206
LINC00925	ENSG00000255571	1.815	0.22	1.206	1.31E-86
RMST	ENSG00000255794	0	1.38	-1.251	5.48E-104
MT1JP	ENSG00000255986	0.04	4.2	-2.322	8.05E-151
RP11-197N18.2	ENSG00000256028	0.65	2.445	-1.062	1.74E-91
SMIM3	ENSG00000256235	11.405	28.744	-1.262	2.61E-71
RPL41P2	ENSG00000256338	118.52	33.121	1.809	5.49E-118
RP11-1038A11.3	ENSG00000256417	2.16	0	1.66	1.53E-154
RP11-116G8.5	ENSG00000256462	163.794	0.04	7.308	2.29E-198
RP11-73M18.2	ENSG00000256500	5.18	0	2.628	1.06E-117
RP11-598F7.6	ENSG00000256540	0.34	1.83	-1.079	7.22E-127
RP11-173P15.5	ENSG00000256569	2.65	0	1.868	7.80E-50
RP11-424C20.2	ENSG00000256663	2.015	0.08	1.481	1.23E-166
KLRAP1	ENSG00000256667	0.75	2.695	-1.078	3.00E-105
RP11-598F7.5	ENSG00000256694	0.39	2.195	-1.201	8.21E-126
RP11-783K16.5	ENSG00000256940	6.515	0.61	2.223	7.77E-147
RP11-598F7.3	ENSG00000256948	0.29	9.55	-3.032	4.62E-234
RP11-273B20.1	ENSG00000256967	1.335	4.3	-1.183	9.54E-50
SNRPEP2	ENSG00000256968	17.625	2.23	2.528	1.27E-236
HP	ENSG00000257017	12.319	33.595	-1.377	4.80E-19
PWAR6	ENSG00000257151	0.33	3.105	-1.626	2.24E-215
RP11-521B24.5	ENSG00000257270	0.985	7.195	-2.046	3.16E-40
MGAM	ENSG00000257335	0.12	2.475	-1.633	2.34E-137
RP11-983P16.4	ENSG00000257337	5.18	14.995	-1.372	1.76E-98
RP11-359M6.1	ENSG00000257474	0.04	2.12	-1.585	2.41E-207
RP11-278C7.1	ENSG00000257511	0.78	2.695	-1.054	1.26E-119
RP11-896J10.3	ENSG00000257520	0.09	3.825	-2.146	1.71E-156
RP11-203J24.9	ENSG00000257524	2.365	23.275	-2.851	1.02E-190
OR7E47P	ENSG00000257542	1.205	26.36	-3.633	1.55E-279
PSMA3-AS1	ENSG00000257621	17.265	48.805	-1.447	4.78E-129
RP11-1103G16.1	ENSG00000257636	1.465	0	1.302	2.34E-111
RP3-416H24.1	ENSG00000257671	0.38	11.42	-3.17	1.32E-176
INAFM1	ENSG00000257704	7.195	21.505	-1.457	1.13E-121
RP11-1143G9.4	ENSG00000257764	9.265	23.477	-1.254	3.01E-06
RP1-78O14.1	ENSG00000257894	0.19	3.275	-1.845	4.17E-225
RP11-386G11.10	ENSG00000258017	155.815	36.63	2.059	1.13E-75
RP11-293I14.2	ENSG00000258064	1.53	0	1.339	8.76E-60
RP11-588H23.3	ENSG00000258168	0.215	2.33	-1.455	1.77E-42
RP11-161H23.5	ENSG00000258232	235.2	45.405	2.348	1.65E-196
RP11-488C13.5	ENSG00000258301	7.77	16.985	-1.036	5.60E-99
RP11-644F5.10	ENSG00000258311	0.78	2.795	-1.092	2.83E-113
RP11-649E7.5	ENSG00000258377	6.73	0.435	2.429	1.30E-54
PPT2-EGFL8	ENSG00000258388	1.315	5.55	-1.5	1.13E-94
RP11-471B22.2	ENSG00000258424	0.48	3	-1.434	5.52E-102
LINC00641	ENSG00000258441	1.255	7.16	-1.855	1.37E-189
RP11-164J13.1	ENSG00000258461	0.7	8.465	-2.477	1.09E-223
RP11-76E17.3	ENSG00000258476	0.16	1.58	-1.153	9.93E-100
RP11-203M5.7	ENSG00000258515	0.58	3.035	-1.353	6.77E-109
RHOXF1-AS1	ENSG00000258545	0.41	5.715	-2.252	5.61E-65
RP11-638I2.10	ENSG00000258581	0	1.51	-1.328	1.44E-121
RP11-488C13.7	ENSG00000258610	2.77	7.875	-1.235	3.06E-83
LINC00930	ENSG00000258647	0.05	2.545	-1.755	2.67E-167
RP11-66N24.3	ENSG00000258727	2.095	10.91	-1.944	1.88E-110
RP11-356K23.1	ENSG00000258752	0.14	1.53	-1.15	5.23E-32
RP11-408B11.2	ENSG00000258815	1.505	0	1.325	1.03E-112
RNASE4	ENSG00000258818	6.875	41.324	-2.426	2.20E-202
RP11-7F17.3	ENSG00000258819	0.1	1.465	-1.164	5.14E-149
RP11-259K15.2	ENSG00000258844	0.095	1.77	-1.339	1.96E-86
TUBB3	ENSG00000258947	24.34	2.205	2.983	5.97E-117
LINC00519	ENSG00000258955	4.19	0.09	2.251	4.45E-128
HMGN1P3	ENSG00000258967	0.48	1.99	-1.015	3.60E-45
RP11-368P15.3	ENSG00000258985	0.835	3.79	-1.384	3.28E-70
SMIM6	ENSG00000259120	0.24	1.91	-1.231	8.27E-84
RP6-65G23.3	ENSG00000259153	3.355	0.575	1.467	2.41E-120
RP11-903H12.5	ENSG00000259171	3.73	16.9	-1.92	4.66E-117
ITGB3	ENSG00000259207	0.905	4.38	-1.498	3.09E-96
RP11-182J1.12	ENSG00000259244	1.295	6.37	-1.683	1.29E-104
RP11-562A8.4	ENSG00000259298	0.29	1.885	-1.161	1.41E-135
RP11-468E2.5	ENSG00000259321	0.465	2.155	-1.107	1.78E-128
INAFM2	ENSG00000259330	6.025	13.145	-1.01	4.50E-93
RP11-624L4.1	ENSG00000259345	3.33	0.1	1.977	9.94E-173
RP11-316M1.12	ENSG00000259357	2.445	0.665	1.049	2.06E-26
TGIF2-C20orf24	ENSG00000259399	2.89	0.36	1.516	2.70E-89
RP11-158M2.3	ENSG00000259407	0.21	1.475	-1.032	1.59E-160
RP11-16E12.1	ENSG00000259448	0.27	1.595	-1.031	1.16E-112
SORD2P	ENSG00000259479	10.15	1.41	2.21	1.27E-181
RP11-365N19.2	ENSG00000259515	0.37	1.885	-1.074	6.06E-114
RP11-89K11.1	ENSG00000259658	0.79	4.135	-1.52	8.46E-117
RP11-707P17.2	ENSG00000259668	0.22	2.245	-1.411	3.87E-159
RP11-499F3.2	ENSG00000259692	1.03	0	1.021	1.43E-102
SLC22A31	ENSG00000259803	2.77	66.837	-4.17	9.11E-131
RP11-284N8.3	ENSG00000259834	0.73	4.06	-1.548	3.30E-127
RP11-488L18.10	ENSG00000259865	4.8	20.455	-1.887	1.95E-109
RP11-1100L3.8	ENSG00000259884	1.235	7.105	-1.859	2.30E-50
LINC00261	ENSG00000259974	0.13	2.455	-1.612	4.00E-125
RP11-553L6.5	ENSG00000259976	3.515	20.604	-2.259	7.89E-209
HOXB7	ENSG00000260027	15.775	2.645	2.202	2.04E-106
LA16c-390E6.4	ENSG00000260051	0.52	4.435	-1.838	5.35E-130
RP11-254F7.2	ENSG00000260077	2.4	7.225	-1.275	4.70E-98
RP5-1142A6.9	ENSG00000260121	1.16	7.09	-1.905	2.68E-155
RP11-212I21.2	ENSG00000260135	0.33	3.765	-1.841	6.57E-91
RP11-616M22.5	ENSG00000260182	0	1.595	-1.376	1.09E-92
RP11-424G14.1	ENSG00000260197	0.1	1.46	-1.161	6.34E-63
RP11-588K22.2	ENSG00000260244	3.71	10.965	-1.345	1.86E-108
RP5-1085F17.3	ENSG00000260257	2.885	8.13	-1.233	2.86E-91
RP11-44F21.5	ENSG00000260265	7.195	0.33	2.623	9.21E-164
RP11-77H9.2	ENSG00000260276	2.075	5.51	-1.082	4.15E-71
RP11-395I6.3	ENSG00000260296	0.535	2.36	-1.13	2.72E-110
RP11-645C24.5	ENSG00000260306	0.27	1.705	-1.091	3.37E-125
MRC1	ENSG00000260314	3.93	42.31	-3.135	1.18E-147
RP11-386M24.6	ENSG00000260337	0.04	1.165	-1.058	1.19E-130
RP11-384K6.6	ENSG00000260404	2.075	5.71	-1.126	2.92E-86
SCX	ENSG00000260428	1	3.085	-1.03	4.83E-46
RP11-541N10.3	ENSG00000260461	0.86	5.04	-1.699	1.19E-249
RP11-63M22.2	ENSG00000260465	1.055	8.97	-2.278	5.38E-71
FAM157C	ENSG00000260528	4.6	13.65	-1.387	2.01E-51
MT1L	ENSG00000260549	6.275	37.745	-2.413	6.34E-97
RP13-516M14.1	ENSG00000260563	3.255	11.585	-1.564	1.45E-81
RP11-24N18.1	ENSG00000260570	5.23	19.135	-1.692	1.99E-26
RP11-23N2.4	ENSG00000260618	0.375	2.035	-1.142	1.02E-121
RP11-513N24.1	ENSG00000260695	0.05	1.645	-1.333	1.68E-160
RP11-106M3.2	ENSG00000260729	0.15	1.45	-1.091	9.74E-155
RP11-72I8.1	ENSG00000260735	0.8	3.175	-1.214	1.04E-116
RP11-311C24.1	ENSG00000260772	13.005	35.801	-1.394	4.69E-100
RP5-882C2.2	ENSG00000260793	1.13	4.295	-1.314	6.72E-89
RP11-161M6.2	ENSG00000260807	0.43	1.865	-1.003	7.07E-58
RP11-434B12.1	ENSG00000260837	0.44	2.675	-1.352	4.65E-161
RP11-196G11.2	ENSG00000260911	0.16	1.5	-1.108	1.51E-120
RP4-575N6.5	ENSG00000260940	0.045	1.125	-1.024	1.21E-223
LINC00622	ENSG00000260941	0.67	2.35	-1.004	2.24E-81
RP11-476D10.1	ENSG00000260943	0.08	1.89	-1.42	4.66E-99
RP4-647J21.1	ENSG00000260997	0.66	2.435	-1.049	4.07E-85
RP11-96C23.11	ENSG00000261011	0.225	2.265	-1.414	2.07E-139
RP11-303E16.2	ENSG00000261061	6.885	2.115	1.34	2.92E-134
RP11-1000B6.3	ENSG00000261064	0.535	2.415	-1.154	1.02E-105
RP11-264B17.3	ENSG00000261067	0.46	2.495	-1.259	4.53E-138
RP11-325K4.2	ENSG00000261114	1.09	5.6	-1.659	2.72E-128
RP3-523K23.2	ENSG00000261116	13.865	0.05	3.823	4.15E-279
RP3-512B11.3	ENSG00000261189	3.535	0.44	1.655	2.30E-165
RP11-389C8.2	ENSG00000261269	0.68	4.735	-1.771	9.74E-214
RP11-325K4.3	ENSG00000261270	0.49	2.63	-1.285	1.98E-110
ULK4P1	ENSG00000261279	0.275	1.705	-1.085	2.85E-97
RP11-524D16__A.3	ENSG00000261295	1.505	7.14	-1.7	7.70E-109
LINC01355	ENSG00000261326	0.8	2.9	-1.115	1.53E-67
PECAM1	ENSG00000261371	20.76	179.401	-3.051	1.33E-231
VPS9D1-AS1	ENSG00000261373	7.81	1.54	1.794	1.02E-103
RP11-455F5.5	ENSG00000261416	0.42	2.81	-1.424	3.58E-106
RP11-399O19.9	ENSG00000261438	0.55	2.2	-1.046	1.33E-136
RP11-106M3.3	ENSG00000261460	0.595	2.28	-1.04	2.69E-112
UBE2MP1	ENSG00000261461	2.37	0.46	1.207	4.05E-126
RP11-1024P17.1	ENSG00000261468	0.2	3.665	-1.959	0
RP11-757F18.5	ENSG00000261488	0.835	2.87	-1.077	1.36E-80
RP11-448G15.3	ENSG00000261490	0.35	3.75	-1.815	3.58E-185
LA16c-358B7.3	ENSG00000261505	1.32	6.235	-1.641	1.79E-110
SMG1P7	ENSG00000261556	1.525	6.55	-1.58	6.01E-92
RP11-384L8.1	ENSG00000261572	0.66	2.62	-1.125	2.49E-98
RP11-401P9.4	ENSG00000261685	0.455	7.95	-2.621	1.10E-199
RP11-345J4.5	ENSG00000261740	41.316	12.8	1.617	6.00E-151
RP11-44F14.2	ENSG00000261804	2.005	0.39	1.112	2.01E-65
RP11-141J13.5	ENSG00000261863	0	1.14	-1.097	1.56E-138
MMP25-AS1	ENSG00000261971	3.4	12.575	-1.625	2.11E-90
RP11-589P10.5	ENSG00000262089	0.825	5.545	-1.842	1.16E-209
RP11-876N24.4	ENSG00000262222	0.29	2.155	-1.29	2.82E-157
RP11-473M20.9	ENSG00000262370	0.58	13.12	-3.16	1.06E-278
MMP12	ENSG00000262406	38.175	0.2	5.029	5.55E-236
RP11-667K14.4	ENSG00000262533	3.625	0	2.209	1.91E-68
RP11-334C17.5	ENSG00000262580	2.27	13.345	-2.133	6.10E-94
SPON1	ENSG00000262655	6.43	49.745	-2.772	1.44E-163
RP11-196G11.4	ENSG00000262766	0.65	2.65	-1.145	1.61E-102
MRPL12	ENSG00000262814	100.61	34.77	1.506	1.05E-135
RP11-498C9.2	ENSG00000262831	3.115	0.8	1.193	5.96E-33
RP11-1055B8.4	ENSG00000262877	0.515	6.44	-2.296	5.39E-120
RP11-235E17.6	ENSG00000262903	0.745	3.17	-1.257	2.81E-75
RP11-294J22.6	ENSG00000262967	0	1.635	-1.398	3.58E-34
MYZAP	ENSG00000263155	0.96	29.161	-3.944	0
RP11-810M2.2	ENSG00000263165	7.72	17.645	-1.096	1.55E-64
RPS7P1	ENSG00000263266	28.329	12.96	1.071	2.56E-44
RP1-59D14.5	ENSG00000263345	0.605	3.575	-1.511	3.26E-104
RP11-160E2.19	ENSG00000263394	0.27	2.13	-1.301	2.33E-138
RP11-160O5.1	ENSG00000263470	8.38	2.55	1.402	1.44E-67
FAM72C	ENSG00000263513	2.69	0.27	1.539	1.66E-140
IKBKE	ENSG00000263528	10.45	4.13	1.158	8.16E-84
HID1-AS1	ENSG00000263586	0.05	1.61	-1.314	1.49E-200
MSMB	ENSG00000263639	4.165	1.145	1.268	3.93E-07
RP11-927P21.5	ENSG00000263647	2.66	21.33	-2.609	4.87E-146
RP11-334E6.12	ENSG00000263873	18.725	6.684	1.36	1.51E-32
RN7SL381P	ENSG00000263968	0.26	1.545	-1.014	2.63E-64
RP11-789C17.5	ENSG00000263970	0	3.135	-2.048	1.90E-111
RP11-159D12.2	ENSG00000264112	2.285	10.81	-1.846	4.22E-93
MAGOH2P	ENSG00000264176	0.31	1.865	-1.129	1.80E-138
SNRPGP2	ENSG00000264350	42.44	4.59	2.958	2.55E-212
RN7SL15P	ENSG00000264573	0	1.07	-1.05	1.74E-74
RP11-360L9.8	ENSG00000264578	1.695	5.52	-1.275	1.98E-47
RP11-186B7.4	ENSG00000264772	1.8	8.745	-1.799	6.62E-149
GJA5	ENSG00000265107	5.65	23.11	-1.858	1.02E-65
RP5-1171I10.5	ENSG00000265206	0.51	4.56	-1.881	4.52E-110
RBM8A	ENSG00000265241	180.18	89.263	1.005	1.21E-108
RP13-104F24.3	ENSG00000265298	5.16	33.625	-2.491	1.54E-145
TIMM23	ENSG00000265354	57.865	26.82	1.081	7.80E-137
RP11-138I1.4	ENSG00000265401	129.301	58.726	1.125	1.18E-46
RP11-789C17.1	ENSG00000265413	0.07	1.51	-1.23	2.94E-217
RP11-524F11.1	ENSG00000265511	0.46	1.96	-1.02	1.29E-98
RP11-68I3.11	ENSG00000265625	0.09	1.295	-1.074	3.07E-128
RARA-AS1	ENSG00000265666	1.05	5.36	-1.633	1.88E-236
RP11-1376P16.2	ENSG00000265678	0.56	3.235	-1.441	1.91E-134
MAFG-AS1	ENSG00000265688	5.215	1.58	1.268	3.49E-104
RP11-5A19.5	ENSG00000265690	0.99	4.275	-1.406	3.09E-71
