Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
HERC2P3		3	3	0.4	No
CAVIN1		4	3	0.4	No
DYNAP		3	3	0.4	No
ZNF575		3	3	0.4	No
KLK9		3	3	0.4	No
NBPF15		3	3	0.4	No
FAM102B		3	3	0.4	No
RNF212		3	3	0.4	No
GPR150		3	3	0.4	No
RNF180		3	3	0.4	No
PRR18		3	3	0.4	No
SPDYE1		3	3	0.4	No
TCAF2		3	3	0.4	No
TMSB15B		3	3	0.4	No
TRARG1		3	3	0.4	No
TRIM59		3	3	0.4	No
ZAR1		3	3	0.4	No
RAB37		3	3	0.4	No
KRTAP22-1		3	3	0.4	No
IFNE		3	3	0.4	No
ANKRD42		3	3	0.4	No
C1ORF174		3	3	0.4	No
ZBTB8OS		3	3	0.4	No
TEX33		3	3	0.4	No
CCDC36		3	3	0.4	No
ZC3H12D		3	3	0.4	No
CLPSL1		3	3	0.4	No
FAM221A		3	3	0.4	No
VWA2		3	3	0.4	No
GOLGA6A		3	3	0.4	No
NCCRP1		3	3	0.4	No
MSGN1		3	3	0.4	No
MTX3		3	3	0.4	No
STRA8		3	3	0.4	No
QRFP		3	3	0.4	No
SOWAHD		3	3	0.4	No
NUP43		3	3	0.4	No
RTN4RL2		3	3	0.4	No
LCE1D		3	3	0.4	No
LCE1F		3	3	0.4	No
TAS2R42		3	3	0.4	No
KRT26		4	3	0.4	No
SPATA12		3	3	0.4	No
DND1		3	3	0.4	No
NDUFS7		3	3	0.4	No
HDDC3		3	3	0.4	No
TMEM205		3	3	0.4	No
IGFL1		3	3	0.4	No
C3ORF62		3	3	0.4	No
C9ORF50		3	3	0.4	No
RAB15		3	3	0.4	No
KLHL30		3	3	0.4	No
ENTPD8		3	3	0.4	No
KRTAP10-2		3	3	0.4	No
KRTAP12-3		3	3	0.4	No
C6ORF120		3	3	0.4	No
TMEM189-UBE2V1		3	3	0.4	No
C10ORF99		3	3	0.4	No
CC2D2B		3	3	0.4	No
FIBIN		3	3	0.4	No
REP15		3	3	0.4	No
NHLRC3		3	3	0.4	No
IGHV3OR16-8		3	3	0.4	No
TMIGD1		3	3	0.4	No
KRTDAP		3	3	0.4	No
ZNF761		3	3	0.4	No
TMEM82		3	3	0.4	No
CD164L2		3	3	0.4	No
C1ORF53		3	3	0.4	No
TMEM81		3	3	0.4	No
C5ORF46		3	3	0.4	No
OR52H1		3	3	0.4	No
SULT6B1		3	3	0.4	No
TRIM61		3	3	0.4	No
GLOD5		3	3	0.4	No
C17ORF97		3	3	0.4	No
C1ORF220		3	3	0.4	No
CHCHD10		3	3	0.4	No
RGS7BP		3	3	0.4	No
C7ORF65		3	3	0.4	No
SAMD12		3	3	0.4	No
WDR38		3	3	0.4	No
C7ORF61		3	3	0.4	No
OR6C68		3	3	0.4	No
PLPP6		3	3	0.4	No
YY2		3	3	0.4	No
AGAP6		3	3	0.4	No
RNASEK		3	3	0.4	No
TMEM89		3	3	0.4	No
MTHFD2L		5	3	0.4	No
C5ORF56		3	3	0.4	No
LRRC24		3	3	0.4	No
ANKRD20A3		3	3	0.4	No
NRARP		6	3	0.4	No
GPX8		3	3	0.4	No
C8ORF58		3	3	0.4	No
CXORF40B		3	3	0.4	No
DNAJC25		3	3	0.4	No
ASPDH		3	3	0.4	No
UGT2A2		3	3	0.4	No
HIGD1C		3	3	0.4	No
ZNF674		3	3	0.4	No
PRAMEF19		3	3	0.4	No
KRTAP4-11		3	3	0.4	No
KRTAP19-8		3	3	0.4	No
CDK11A		3	3	0.4	No
TMEM242		3	3	0.4	No
PRAMEF14		3	3	0.4	No
ZSCAN30		3	3	0.4	No
CD300LD		3	3	0.4	No
TMED7-TICAM2		3	3	0.4	No
ACTN3		2	2	0.2	No
ADORA2B		3	2	0.2	No
ADRA2A		2	2	0.2	No
ADRB3		2	2	0.2	No
AP2A2		2	2	0.2	No
AGER		2	2	0.2	No
AGRP		2	2	0.2	No
AIF1		2	2	0.2	No
AK1		2	2	0.2	No
AK2		2	2	0.2	No
ALAD		2	2	0.2	No
ALDH1A3		2	2	0.2	No
ALDH3B1		2	2	0.2	No
ALDOC		2	2	0.2	No
ALOX12		2	2	0.2	No
AMY1A		2	2	0.2	No
ANXA2		2	2	0.2	No
NUDT2		2	2	0.2	No
APOA1		2	2	0.2	No
APOA2		2	2	0.2	No
APRT		2	2	0.2	No
ASGR2		2	2	0.2	No
AVP		2	2	0.2	No
BAG1		2	2	0.2	No
BGLAP		2	2	0.2	No
BMI1		2	2	0.2	No
BNIP3		2	2	0.2	No
BRS3		2	2	0.2	No
BSG		2	2	0.2	No
BTC		2	2	0.2	No
C1QBP		2	2	0.2	No
TMEM258		2	2	0.2	No
MPPED1		2	2	0.2	No
CA2		3	2	0.2	No
CACNG1		2	2	0.2	No
CALM1		3	2	0.2	No
CAMK2G		2	2	0.2	No
CAPNS1		2	2	0.2	No
CAT		2	2	0.2	No
CAV1		2	2	0.2	No
RUNX1		2	2	0.2	Yes
CBR1		3	2	0.2	No
CCNG2		2	2	0.2	No
CD28		3	2	0.2	Yes
CD48		2	2	0.2	No
CD69		3	2	0.2	No
CD79B		2	2	0.2	Yes
CEBPD		2	2	0.2	No
CETP		2	2	0.2	No
CHAD		2	2	0.2	No
CHRNE		2	2	0.2	No
CKB		2	2	0.2	No
CKS2		2	2	0.2	No
CLC		2	2	0.2	No
CNN2		2	2	0.2	No
CNTF		2	2	0.2	No
COL10A1		2	2	0.2	No
COX6C		2	2	0.2	No
CREB1		2	2	0.2	Yes
CS		2	2	0.2	No
CSF2		2	2	0.2	No
CSTF1		2	2	0.2	No
CYBA		2	2	0.2	No
CYP3A5		2	2	0.2	No
CYP51A1		2	2	0.2	No
DEFA6		2	2	0.2	No
DGUOK		2	2	0.2	No
DHCR24		2	2	0.2	No
DHPS		2	2	0.2	No
DNASE1L3		2	2	0.2	No
DPAGT1		2	2	0.2	No
DPT		2	2	0.2	No
DRG2		2	2	0.2	No
DTYMK		2	2	0.2	No
DUSP2		2	2	0.2	Yes
DUT		2	2	0.2	No
DVL2		2	2	0.2	No
E2F4		3	2	0.2	No
TYMP		2	2	0.2	No
EDA		2	2	0.2	No
EDN1		2	2	0.2	No
EFNA4		2	2	0.2	No
EIF1AX		2	2	0.2	Yes
ELF5		2	2	0.2	No
ELK1		2	2	0.2	No
ELK3		2	2	0.2	No
EPHX1		2	2	0.2	No
FABP3		2	2	0.2	No
FBP1		2	2	0.2	No
FEN1		2	2	0.2	No
FGF3		2	2	0.2	Yes
FGF7		3	2	0.2	No
FGF13		2	2	0.2	No
FOLR1		2	2	0.2	No
GAST		3	2	0.2	No
IFI6		2	2	0.2	No
GALE		2	2	0.2	No
B4GALNT1		2	2	0.2	No
GBX2		2	2	0.2	No
GCSH		2	2	0.2	No
GDF1		2	2	0.2	No
GFRA2		2	2	0.2	No
GLB1		2	2	0.2	No
GMPR		2	2	0.2	No
GNAQ		2	2	0.2	Yes
GNG5		2	2	0.2	No
GOT1		2	2	0.2	No
GPX2		2	2	0.2	No
GTF2F2		2	2	0.2	No
GUCA2B		3	2	0.2	No
GYPA		2	2	0.2	No
HIST1H2BB		2	2	0.2	No
HDAC2		2	2	0.2	No
HMBS		2	2	0.2	No
HOXA9		2	2	0.2	Yes
HP		2	2	0.2	No
HPGD		2	2	0.2	No
DNAJB2		2	2	0.2	No
HUS1		2	2	0.2	No
IAPP		2	2	0.2	No
IDH2		2	2	0.2	Yes
IFIT1		2	2	0.2	No
IFNA2		3	2	0.2	No
IFNA13		2	2	0.2	No
IFNW1		2	2	0.2	No
RBPJ		2	2	0.2	No
IGLC3		2	2	0.2	No
IL2RA		2	2	0.2	No
IL6R		2	2	0.2	No
INSM1		2	2	0.2	No
IRF5		2	2	0.2	No
ITPA		2	2	0.2	No
JUNB		2	2	0.2	No
KCNE1		2	2	0.2	No
KRTAP5-9		2	2	0.2	No
KRT7		2	2	0.2	No
KRT19		2	2	0.2	No
LASP1		2	2	0.2	Yes
LCAT		2	2	0.2	No
LGALS3		2	2	0.2	No
LOXL1		2	2	0.2	No
SMAD5		2	2	0.2	No
MAL		2	2	0.2	No
MAT2A		2	2	0.2	No
SMCP		2	2	0.2	No
MDH2		2	2	0.2	No
MDM4		2	2	0.2	Yes
MAP3K3		2	2	0.2	No
MEST		2	2	0.2	No
MFAP3		2	2	0.2	No
MFAP4		2	2	0.2	No
MICB		3	2	0.2	No
MMP3		2	2	0.2	No
MMP7		2	2	0.2	No
MOCS2		2	2	0.2	No
MPZ		2	2	0.2	No
CITED1		2	2	0.2	No
MT3		2	2	0.2	No
NAB1		2	2	0.2	No
NDP		2	2	0.2	No
NDUFA2		2	2	0.2	No
NDUFA6		2	2	0.2	No
NEK3		2	2	0.2	No
NINJ2		2	2	0.2	No
NIT1		2	2	0.2	No
NKX3-1		2	2	0.2	Yes
OAZ2		2	2	0.2	No
OGN		2	2	0.2	No
OMG		2	2	0.2	No
SIX6		2	2	0.2	No
ORC4		2	2	0.2	No
SLC22A18		2	2	0.2	No
PAWR		2	2	0.2	No
PCBP1		2	2	0.2	Yes
PCYT1A		2	2	0.2	No
PDGFA		2	2	0.2	No
PF4V1		2	2	0.2	No
PFKFB4		2	2	0.2	No
PFN2		2	2	0.2	No
PGGT1B		2	2	0.2	No
POLR2F		2	2	0.2	No
PON2		2	2	0.2	No
POU3F1		2	2	0.2	No
POU5F1		2	2	0.2	Yes
PPIA		2	2	0.2	No
PPP1CB		2	2	0.2	Yes
PPP1R1A		2	2	0.2	No
PPP1R2		2	2	0.2	No
PPP1R7		2	2	0.2	No
PPP5C		2	2	0.2	No
PRKACA		2	2	0.2	Yes
PSMA3		2	2	0.2	No
PSMB5		2	2	0.2	No
PSMB6		2	2	0.2	No
PYY		2	2	0.2	No
PSMD10		2	2	0.2	No
PSME1		2	2	0.2	No
PTBP1		2	2	0.2	No
PTH		2	2	0.2	No
PTPN6		2	2	0.2	Yes
PEX19		2	2	0.2	No
RAB5A		2	2	0.2	No
RAB27A		2	2	0.2	No
RAB27B		2	2	0.2	No
RAN		2	2	0.2	No
RAP1B		2	2	0.2	No
RARRES2		2	2	0.2	No
RBM4		2	2	0.2	No
RELB		2	2	0.2	No
RFNG		2	2	0.2	No
RLN1		2	2	0.2	No
RLBP1		2	2	0.2	No
RNF2		2	2	0.2	No
RPE		2	2	0.2	No
RPL3		2	2	0.2	No
RPL23A		2	2	0.2	No
RPL30		2	2	0.2	No
RPL32		2	2	0.2	No
RPL35A		2	2	0.2	No
MRPS12		2	2	0.2	No
RPS4Y1		2	2	0.2	No
RPS5		3	2	0.2	No
RPS16		2	2	0.2	No
RRAS		2	2	0.2	Yes
RYK		2	2	0.2	No
S100A2		2	2	0.2	No
SAA2		2	2	0.2	No
SAA4		2	2	0.2	No
SCO1		2	2	0.2	No
CCL15		2	2	0.2	No
CCL17		2	2	0.2	No
CCL24		2	2	0.2	No
SDC1		2	2	0.2	No
SDC4		2	2	0.2	Yes
SDCBP		2	2	0.2	No
SECTM1		2	2	0.2	No
SFRP2		2	2	0.2	No
SHB		2	2	0.2	No
SIPA1		3	2	0.2	No
SLC1A5		2	2	0.2	No
SLC6A9		2	2	0.2	No
SLC19A1		2	2	0.2	No
SLN		2	2	0.2	No
SMARCD2		2	2	0.2	No
SMARCE1		2	2	0.2	Yes
SNCA		2	2	0.2	No
SORD		2	2	0.2	No
SRY		2	2	0.2	No
SSB		2	2	0.2	No
STAT5B		2	2	0.2	Yes
STX3		2	2	0.2	No
SULT2B1		2	2	0.2	No
SURF1		2	2	0.2	No
TAF7		2	2	0.2	No
TBCA		2	2	0.2	No
TBL1X		2	2	0.2	No
TCEA3		2	2	0.2	No
TCF3		2	2	0.2	Yes
TCF7		2	2	0.2	No
TRAV6		2	2	0.2	No
TRGJP2		2	2	0.2	No
TDGF1		3	2	0.2	No
TEAD3		2	2	0.2	No
TERF2		2	2	0.2	No
TESK1		2	2	0.2	No
TFPI		2	2	0.2	No
TGFB3		2	2	0.2	No
TK2		2	2	0.2	No
SEC62		3	2	0.2	No
TSPAN7		2	2	0.2	No
TMPRSS2		2	2	0.2	Yes
TNNC2		2	2	0.2	No
TPM4		2	2	0.2	Yes
TSNAX		2	2	0.2	No
TSPY1		2	2	0.2	No
TUB		2	2	0.2	No
ZRSR2P1		2	2	0.2	No
UBE2H		2	2	0.2	No
UNG		2	2	0.2	No
USF1		3	2	0.2	No
EIF4H		3	2	0.2	No
WNT8B		2	2	0.2	No
WRB		2	2	0.2	No
XRCC4		2	2	0.2	No
YWHAE		2	2	0.2	Yes
ZFP36		2	2	0.2	No
ZNF35		2	2	0.2	No
ZNF134		2	2	0.2	No
PTP4A1		2	2	0.2	Yes
IFRD2		2	2	0.2	No
DEK		2	2	0.2	Yes
ZNF212		2	2	0.2	No
LHX3		2	2	0.2	No
PTP4A2		2	2	0.2	No
HMGA2		2	2	0.2	Yes
CLPP		2	2	0.2	No
DGCR6		2	2	0.2	No
ZRSR2		2	2	0.2	Yes
SLC10A3		2	2	0.2	No
HIST1H3J		2	2	0.2	Yes
HIST1H4F		2	2	0.2	No
HIST1H4G		2	2	0.2	No
UXT		2	2	0.2	No
CST7		2	2	0.2	No
CDK10		2	2	0.2	No
LY6D		2	2	0.2	No
USO1		2	2	0.2	No
HSD17B6		2	2	0.2	No
RTCA		2	2	0.2	No
RNASET2		2	2	0.2	No
AKR1C3		2	2	0.2	No
NUMB		2	2	0.2	No
GALNT4		2	2	0.2	No
B4GALT2		2	2	0.2	No
EDF1		2	2	0.2	No
SNX3		2	2	0.2	No
RIPK1		2	2	0.2	No
TNFSF10		2	2	0.2	No
CDS2		2	2	0.2	No
RAB11A		2	2	0.2	No
HESX1		2	2	0.2	No
CCN5		2	2	0.2	No
CDK5R1		2	2	0.2	No
APLN		2	2	0.2	No
NAE1		3	2	0.2	No
BUD31		2	2	0.2	No
BCL10		2	2	0.2	Yes
NAT8		2	2	0.2	No
RHBDL1		2	2	0.2	No
DIRAS3		2	2	0.2	No
DNAJA3		2	2	0.2	No
UNC119		2	2	0.2	No
MTMR7		2	2	0.2	No
SEC22C		2	2	0.2	No
PDLIM1		2	2	0.2	No
RRP9		2	2	0.2	No
NEURL1		2	2	0.2	No
NUMBL		2	2	0.2	No
PDLIM7		2	2	0.2	No
CNOT8		2	2	0.2	No
TCEAL1		2	2	0.2	No
SLC9A3R1		2	2	0.2	No
ITM2B		2	2	0.2	No
SH3BP5		2	2	0.2	No
EIF4E2		2	2	0.2	No
THEMIS2		3	2	0.2	No
BAG2		2	2	0.2	No
ATP6V1G1		2	2	0.2	No
ATP5MF		2	2	0.2	No
SEC22B		2	2	0.2	No
VPS26A		2	2	0.2	No
MINPP1		2	2	0.2	No
MAD2L1BP		2	2	0.2	No
PPM1F		2	2	0.2	No
VGLL4		2	2	0.2	No
SART3		3	2	0.2	No
ZSCAN12		2	2	0.2	No
TBKBP1		2	2	0.2	No
PIEZO1		2	2	0.2	No
SERTAD2		2	2	0.2	No
IST1		2	2	0.2	No
IP6K1		2	2	0.2	No
TRIM14		2	2	0.2	No
GINS1		2	2	0.2	No
SLC35E2A		2	2	0.2	No
JOSD1		2	2	0.2	No
SRA1		3	2	0.2	No
PDCD6		2	2	0.2	No
INSL5		2	2	0.2	No
PARP3		2	2	0.2	Yes
FARSB		2	2	0.2	No
PQBP1		2	2	0.2	No
HHLA1		2	2	0.2	No
ARPC5		2	2	0.2	No
ARPC2		2	2	0.2	No
SERF2		2	2	0.2	No
NME6		2	2	0.2	No
TRIM13		2	2	0.2	No
STX6		2	2	0.2	No
SPRY1		2	2	0.2	No
BCKDK		2	2	0.2	No
NMUR1		2	2	0.2	No
CNPY2		2	2	0.2	No
NPM2		2	2	0.2	No
IRF9		2	2	0.2	No
ANAPC10		2	2	0.2	No
CFDP1		2	2	0.2	No
CDC42EP2		2	2	0.2	No
MAD2L2		2	2	0.2	Yes
TACC3		2	2	0.2	No
ATP5PD		2	2	0.2	No
SLC25A17		2	2	0.2	No
RNASEH2A		2	2	0.2	No
PROCR		2	2	0.2	No
ARL6IP5		2	2	0.2	No
AGPAT2		2	2	0.2	No
GNLY		2	2	0.2	No
HEXIM1		2	2	0.2	No
MYL12A		2	2	0.2	No
RAD51AP1		2	2	0.2	No
SCGB1D2		2	2	0.2	No
KLF1		2	2	0.2	No
TNFSF13B		2	2	0.2	No
CNPY3		2	2	0.2	No
NUDC		2	2	0.2	No
TCFL5		2	2	0.2	No
PLAC1		2	2	0.2	No
POP4		2	2	0.2	No
STARD10		2	2	0.2	No
CPLX2		2	2	0.2	No
CLPX		2	2	0.2	No
CD3EAP		2	2	0.2	No
RUNDC3A		2	2	0.2	No
COPS8		2	2	0.2	No
RNPS1		2	2	0.2	No
FASTK		2	2	0.2	No
SRSF8		2	2	0.2	No
EHD1		2	2	0.2	No
TMED2		2	2	0.2	No
COPS6		2	2	0.2	No
KDELR3		2	2	0.2	No
RBPMS		2	2	0.2	No
SLC35D2		2	2	0.2	No
SNRNP35		2	2	0.2	No
TRIM31		2	2	0.2	No
HSF2BP		2	2	0.2	No
RER1		2	2	0.2	No
ATE1		2	2	0.2	No
KRR1		2	2	0.2	No
DMC1		2	2	0.2	No
RABL2A		2	2	0.2	No
NUDT4		2	2	0.2	No
ANXA10		2	2	0.2	No
AKAP10		2	2	0.2	No
MST1L		2	2	0.2	No
PTGDR2		2	2	0.2	No
CTRC		2	2	0.2	No
GABARAP		3	2	0.2	No
CASC3		3	2	0.2	No
DOLK		2	2	0.2	No
FASTKD2		3	2	0.2	No
KLRK1		2	2	0.2	No
CLUAP1		2	2	0.2	No
SWAP70		2	2	0.2	No
TRIM35		2	2	0.2	No
GGA3		2	2	0.2	No
FAM168A		2	2	0.2	No
ARL6IP1		3	2	0.2	No
NEMP1		2	2	0.2	No
SIRT5		2	2	0.2	No
RHOQ		2	2	0.2	No
CELA3B		2	2	0.2	No
CBX6		2	2	0.2	No
CBX5		2	2	0.2	No
QPRT		2	2	0.2	No
SEC11A		2	2	0.2	No
KCTD2		2	2	0.2	No
MMD		2	2	0.2	No
SLC16A8		2	2	0.2	No
WBP1		2	2	0.2	No
DDAH2		2	2	0.2	No
TMEM50A		2	2	0.2	No
ACOT9		2	2	0.2	No
CD2AP		3	2	0.2	No
BACE1		2	2	0.2	No
HSPBP1		2	2	0.2	No
LY96		2	2	0.2	No
FTSJ1		2	2	0.2	No
CLDN15		2	2	0.2	No
ARIH1		2	2	0.2	No
RCHY1		2	2	0.2	No
CNOT10		2	2	0.2	No
CNRIP1		2	2	0.2	No
TPGS2		2	2	0.2	No
SYF2		2	2	0.2	No
RNF167		2	2	0.2	No
GLCE		2	2	0.2	No
APPL1		2	2	0.2	No
HACL1		2	2	0.2	No
LDLRAP1		2	2	0.2	No
MTG2		2	2	0.2	No
SPATA31A7		2	2	0.2	No
SPAG8		2	2	0.2	No
MYCBP		2	2	0.2	No
GNL3		3	2	0.2	No
HEYL		2	2	0.2	No
OSTF1		2	2	0.2	No
CKAP2		2	2	0.2	No
OR4F4		2	2	0.2	No
FOXB1		2	2	0.2	No
DAPP1		2	2	0.2	No
TSPAN13		2	2	0.2	No
DKKL1		2	2	0.2	No
NAAA		2	2	0.2	No
IL17B		2	2	0.2	No
SERP1		2	2	0.2	No
COQ2		2	2	0.2	No
SIT1		2	2	0.2	No
PDCD4		2	2	0.2	No
RND1		2	2	0.2	No
SMPDL3B		2	2	0.2	No
MOCS3		2	2	0.2	No
RABGEF1		2	2	0.2	No
APOBEC3C		2	2	0.2	No
IGHV4-34		2	2	0.2	No
IGHV3-9		2	2	0.2	No
IGHV3-7		2	2	0.2	No
IGHV2-70		2	2	0.2	No
IGHV1-58		2	2	0.2	No
IGHV1-18		2	2	0.2	No
TRDV3		2	2	0.2	No
TRDV1		2	2	0.2	No
TRBV10-2		2	2	0.2	No
TRBV7-7		2	2	0.2	No
TRBV7-6		2	2	0.2	No
TRBV7-4		2	2	0.2	No
TRBV5-1		2	2	0.2	No
TRBV3-1		2	2	0.2	No
TRBV2		2	2	0.2	No
TRAV39		3	2	0.2	No
TRAV38-2DV8		2	2	0.2	No
TRAV38-1		2	2	0.2	No
TRAV26-2		2	2	0.2	No
TRAV25		2	2	0.2	No
TRAV17		2	2	0.2	No
TRAV16		2	2	0.2	No
TRAV12-1		2	2	0.2	No
TRAV10		2	2	0.2	No
TRAV7		2	2	0.2	No
TRAV2		2	2	0.2	No
TRAV1-2		2	2	0.2	No
IGLV10-54		2	2	0.2	No
IGLV7-43		2	2	0.2	No
IGLV5-48		2	2	0.2	No
IGLV4-69		2	2	0.2	No
IGLV4-3		2	2	0.2	No
IGLV3-25		2	2	0.2	No
IGLV3-16		2	2	0.2	No
IGLV3-12		2	2	0.2	No
IGLV3-10		2	2	0.2	No
IGLV1-51		2	2	0.2	No
IGLV1-50		2	2	0.2	No
IGKV5-2		2	2	0.2	No
IGKV1-39		2	2	0.2	No
COA3		2	2	0.2	No
BZW2		2	2	0.2	No
TMEM14A		2	2	0.2	No
RGCC		2	2	0.2	No
ZCCHC4		2	2	0.2	No
MRPL22		2	2	0.2	No
LGALSL		2	2	0.2	No
CFAP20		2	2	0.2	No
PACSIN3		2	2	0.2	No
STRN4		3	2	0.2	No
SAC3D1		2	2	0.2	No
UBIAD1		2	2	0.2	No
TIMM22		2	2	0.2	No
POMT2		2	2	0.2	No
VSX1		2	2	0.2	No
KCNIP2		2	2	0.2	No
SOCS7		2	2	0.2	No
DEC1		2	2	0.2	No
HDGFL3		2	2	0.2	No
TAS2R14		2	2	0.2	No
SLC35B3		2	2	0.2	No
TPRKB		2	2	0.2	No
MED31		2	2	0.2	No
EXOSC1		2	2	0.2	No
GLRX2		2	2	0.2	No
FIS1		2	2	0.2	No
PAM16		2	2	0.2	No
APIP		2	2	0.2	No
GAL		2	2	0.2	No
UTP18		2	2	0.2	No
MECR		2	2	0.2	No
METTL9		3	2	0.2	No
MRPS2		2	2	0.2	No
IRAK4		2	2	0.2	No
HSPA14		2	2	0.2	No
DDX47		2	2	0.2	No
ANKRD39		2	2	0.2	No
PDZD11		2	2	0.2	No
TMEM69		2	2	0.2	No
GOLM1		2	2	0.2	No
CD320		2	2	0.2	No
GCNT4		2	2	0.2	No
SLC22A17		2	2	0.2	No
KRCC1		2	2	0.2	No
SPG21		2	2	0.2	No
NGRN		2	2	0.2	No
TMA7		2	2	0.2	No
WNT16		2	2	0.2	No
PPME1		2	2	0.2	No
HEMK1		2	2	0.2	No
HIKESHI		2	2	0.2	No
UFC1		2	2	0.2	No
ETV7		2	2	0.2	No
CXXC5		2	2	0.2	No
PPIL1		2	2	0.2	No
TPPP3		2	2	0.2	No
RAB23		2	2	0.2	No
POLR3K		2	2	0.2	No
STX18		2	2	0.2	No
A4GALT		3	2	0.2	No
SMIM11A		2	2	0.2	No
CLIC6		2	2	0.2	No
MRPL39		2	2	0.2	No
GNG2		2	2	0.2	No
CYTL1		2	2	0.2	No
KCTD5		2	2	0.2	No
OTULINL		2	2	0.2	No
C11ORF71		2	2	0.2	No
ZDHHC13		2	2	0.2	No
CRCT1		2	2	0.2	No
CCNJ		2	2	0.2	No
ARL15		2	2	0.2	No
CRLS1		3	2	0.2	No
MARCH5		2	2	0.2	No
FNDC8		2	2	0.2	No
BTG4		2	2	0.2	No
ALKBH5		2	2	0.2	No
ADPRHL2		2	2	0.2	No
OCIAD1		2	2	0.2	No
SLC41A3		2	2	0.2	No
PIGX		2	2	0.2	No
HPF1		2	2	0.2	No
MCUB		2	2	0.2	No
C14ORF119		2	2	0.2	No
SLC35A5		2	2	0.2	No
TRMT12		2	2	0.2	No
PLEKHB2		2	2	0.2	No
VPS37C		2	2	0.2	No
MRPL20		2	2	0.2	No
TAPBPL		2	2	0.2	No
DMAC2		2	2	0.2	No
MSTO1		2	2	0.2	No
PNPO		2	2	0.2	No
MRPS18A		2	2	0.2	No
MRM3		2	2	0.2	No
DNAJC17		2	2	0.2	No
PLEKHG6		2	2	0.2	No
MOB1A		2	2	0.2	No
SLC38A7		2	2	0.2	No
TMA16		3	2	0.2	No
UFSP2		2	2	0.2	No
SYNJ2BP		3	2	0.2	No
SLC39A9		2	2	0.2	No
CHDH		2	2	0.2	No
PIDD1		2	2	0.2	No
GPALPP1		2	2	0.2	No
ELAC1		2	2	0.2	No
MED29		2	2	0.2	No
ZDHHC7		2	2	0.2	No
BCAS4		3	2	0.2	No
CDC37L1		2	2	0.2	No
NSUN5		2	2	0.2	No
EMC3		2	2	0.2	No
ZC3H15		2	2	0.2	No
GSDMB		2	2	0.2	No
WSB2		2	2	0.2	No
LMO3		2	2	0.2	No
BIN3		2	2	0.2	No
RAB5IF		2	2	0.2	No
MYDGF		2	2	0.2	No
BARX1		2	2	0.2	No
C21ORF62		2	2	0.2	No
DNAJC12		2	2	0.2	No
TUBB7P		2	2	0.2	No
BARHL1		2	2	0.2	No
CMC2		3	2	0.2	No
MRPS22		2	2	0.2	No
SDR39U1		2	2	0.2	No
C5ORF15		2	2	0.2	No
PSMG2		2	2	0.2	No
DDX24		2	2	0.2	No
TRIM54		2	2	0.2	No
FAM219B		2	2	0.2	No
KIAA1147		2	2	0.2	No
KAT14		2	2	0.2	No
NMRAL1		2	2	0.2	No
NDRG2		2	2	0.2	No
MYORG		2	2	0.2	No
ERMN		2	2	0.2	No
STAMBPL1		2	2	0.2	No
TRMT5		2	2	0.2	No
BEGAIN		2	2	0.2	No
RAB40C		2	2	0.2	No
CREBZF		2	2	0.2	No
INIP		2	2	0.2	No
SINHCAF		2	2	0.2	No
TLNRD1		2	2	0.2	No
SAV1		2	2	0.2	No
NAPB		2	2	0.2	No
ZBED8		2	2	0.2	No
DMRTB1		2	2	0.2	No
RBKS		2	2	0.2	No
CENPK		2	2	0.2	No
CRLF2		2	2	0.2	Yes
SLC39A8		2	2	0.2	No
TOR3A		2	2	0.2	No
RHBDF1		2	2	0.2	No
RNF25		2	2	0.2	No
TTC31		4	2	0.2	No
MRPS25		2	2	0.2	No
MFSD14A		2	2	0.2	No
SPANXD		2	2	0.2	No
C11ORF1		2	2	0.2	No
EPS8L2		2	2	0.2	No
ARV1		2	2	0.2	No
P2RY12		2	2	0.2	No
ELOVL1		2	2	0.2	No
GNPNAT1		2	2	0.2	No
MRPS6		2	2	0.2	No
MRPL34		2	2	0.2	No
JMJD4		2	2	0.2	No
FAM173A		2	2	0.2	No
MTMR9		2	2	0.2	No
OTUB2		2	2	0.2	No
VKORC1		2	2	0.2	No
FNDC11		2	2	0.2	No
KCTD15		2	2	0.2	No
C2ORF49		2	2	0.2	No
TNIP2		2	2	0.2	No
C1ORF35		2	2	0.2	No
ZNF576		2	2	0.2	No
BRCC3		2	2	0.2	No
KREMEN2		2	2	0.2	No
PAGR1		2	2	0.2	No
ABHD8		2	2	0.2	No
ARMH3		2	2	0.2	No
HMBOX1		2	2	0.2	No
SNRNP25		2	2	0.2	No
EFCAB1		2	2	0.2	No
BEND5		2	2	0.2	No
DHX40		2	2	0.2	No
CENPU		2	2	0.2	No
PRKRIP1		2	2	0.2	No
GSTCD		2	2	0.2	No
NHEJ1		2	2	0.2	No
TLCD3A		2	2	0.2	No
EPHX3		2	2	0.2	No
TM4SF20		2	2	0.2	No
CAAP1		2	2	0.2	No
MAB21L4		2	2	0.2	No
TCEAL4		2	2	0.2	No
MRM1		2	2	0.2	No
DNAJB14		2	2	0.2	No
GREB1L		2	2	0.2	No
TRAPPC13		2	2	0.2	No
FAM192A		2	2	0.2	No
PANK2		2	2	0.2	No
SIKE1		2	2	0.2	No
ARMC9		2	2	0.2	No
NAA50		2	2	0.2	No
WNT10A		2	2	0.2	No
ULBP2		3	2	0.2	No
DCAF11		2	2	0.2	No
TMEM121		2	2	0.2	No
